Feature,# NaN,% NaN,% Zero,Dtype,# Count,# Unique,# Dupes,Min,Max,Spread,Mean,Median,Std Dev,Kurtosis (3),Skew (0)
Adjusted net national income per capita (constant 2015 US$),292,30.417,0.0,float64,668,668,0,117.698,14619.815,14502.117,1701.157,787.314,2319.439,9.355,2.891
"Portfolio Investment, net (BoP, current US$)",293,30.521,0.0,float64,667,667,0,-19627405230.271,54679811378.658,74307216608.929,-187229255.961,-134486.839,3169985307.849,141.98,6.54
ICT goods imports (% total goods imports),294,30.625,0.0,float64,666,427,158,0.01,12.77,12.76,3.75,3.305,2.001,1.908,1.26
"School enrollment, primary (gross), gender parity index (GPI)",296,30.833,0.0,float64,664,654,10,0.553,1.164,0.6109999999999999,0.941,0.96,0.089,0.906,-0.791
Adjusted net national income (annual % growth),302,31.458,0.0,float64,658,658,0,-49.132,3582.595,3631.727,11.091,4.759,140.628,636.077,25.033
Adjusted net national income per capita (annual % growth),302,31.458,0.0,float64,658,658,0,-51.417,3422.789,3474.206,8.227,2.177,134.487,635.342,25.013
Secure Internet servers,302,31.458,1.667,float64,658,327,87,0.0,987583.0,987583.0,9674.866,54.5,86202.447,98.983,9.93
Secure Internet servers (per 1 million people),302,31.458,1.667,float64,658,643,1,0.0,264256.63,264256.63,1393.088,5.989,13426.491,255.301,14.824
Short-term debt (% of total reserves),302,31.458,1.771,float64,658,642,1,0.0,11955.375,11955.375,165.974,24.885,854.187,126.079,10.397
Total reserves (% of total external debt),302,31.458,0.0,float64,658,658,0,0.262,2302.442,2302.18,58.591,30.585,168.581,121.595,10.363
"Automated teller machines (ATMs) (per 100,000 adults)",308,32.083,1.042,float64,652,534,93,0.0,92.53,92.53,12.345,5.13,17.489,4.032,2.107
"Primary education, teachers (% female)",308,32.083,0.0,float64,652,649,3,9.535,88.889,79.354,45.515,44.376,18.587,-0.542,0.319
"Tariff rate, most favored nation, simple mean, all products (%)",310,32.292,0.0,float64,650,253,107,0.73,21.82,21.09,11.947,12.075,3.701,1.019,-0.247
"Tariff rate, most favored nation, simple mean, manufactured products (%)",310,32.292,0.0,float64,650,217,108,0.77,20.17,19.400000000000002,11.586,11.79,3.592,1.272,-0.291
"Tariff rate, most favored nation, simple mean, primary products (%)",310,32.292,0.0,float64,650,260,110,0.5,29.74,29.24,12.953,13.23,4.783,0.468,0.005
"Share of tariff lines with international peaks, all products (%)",311,32.396,0.417,float64,649,616,23,0.0,96.87,96.87,37.43,39.091,14.966,0.957,-0.068
"Share of tariff lines with international peaks, manufactured products (%)",311,32.396,0.417,float64,649,610,28,0.0,95.04,95.04,36.464,37.396,14.552,0.617,-0.215
"Share of tariff lines with international peaks, primary products (%)",311,32.396,0.417,float64,649,605,31,0.0,97.382,97.382,42.065,45.504,18.137,-0.299,-0.366
"Share of tariff lines with specific rates, all products (%)",311,32.396,36.979,float64,649,287,9,0.0,25.156,25.156,0.254,0.0,1.148,344.37,16.522
"Share of tariff lines with specific rates, manufactured products (%)",311,32.396,42.917,float64,649,227,12,0.0,25.313,25.313,0.198,0.0,1.175,326.042,16.072
"Share of tariff lines with specific rates, primary products (%)",311,32.396,47.292,float64,649,193,4,0.0,23.757,23.757,0.663,0.0,1.809,47.121,5.368
"Tariff rate, applied, simple mean, all products (%)",311,32.396,0.208,float64,649,458,128,0.0,24.53,24.53,11.858,12.25,4.065,0.622,-0.26
"Tariff rate, applied, simple mean, manufactured products (%)",311,32.396,0.208,float64,649,458,134,0.0,23.84,23.84,11.503,11.83,3.966,0.543,-0.303
"Tariff rate, applied, simple mean, primary products (%)",311,32.396,0.208,float64,649,499,116,0.0,49.63,49.63,14.289,14.69,6.242,3.252,0.523
"Tariff rate, applied, weighted mean, all products (%)",311,32.396,0.208,float64,649,492,115,0.0,32.6,32.6,8.946,8.96,4.695,3.164,0.747
"Tariff rate, applied, weighted mean, manufactured products (%)",311,32.396,0.208,float64,649,485,115,0.0,29.84,29.84,8.66,8.82,4.331,1.748,0.396
"Tariff rate, applied, weighted mean, primary products (%)",311,32.396,0.208,float64,649,519,101,0.0,83.43,83.43,9.776,9.48,7.214,21.61,2.829
"Tariff rate, most favored nation, weighted mean, all products (%)",311,32.396,0.0,float64,649,481,118,0.84,45.38,44.54,10.995,10.59,4.398,9.116,1.704
"Tariff rate, most favored nation, weighted mean, manufactured products (%)",311,32.396,0.0,float64,649,472,127,0.18,29.84,29.66,10.377,10.17,3.726,4.291,0.671
"Tariff rate, most favored nation, weighted mean, primary products (%)",311,32.396,0.0,float64,649,515,96,0.32,129.3,128.98000000000002,12.873,11.4,9.312,48.323,5.054
Adjusted savings: gross savings (% of GNI),329,34.271,0.0,float64,631,631,0,-29.263,60.788,90.051,18.388,16.731,12.74,1.389,0.166
Adjusted savings: net national savings (% of GNI),329,34.271,0.0,float64,631,631,0,-33.877,43.629,77.506,7.569,6.601,11.914,0.435,0.026
Adjusted savings: net national savings (current US$),329,34.271,0.0,float64,631,631,0,-6626661762.316,114659180216.653,121285841978.969,4067284758.504,641017701.66,12134342487.417,33.655,5.281
Lending interest rate (%),331,34.479,0.0,float64,629,485,37,4.737,170.294,165.55700000000002,16.049,13.489,13.265,39.783,4.699
Real interest rate (%),331,34.479,0.0,float64,629,629,0,-81.132,61.883,143.01500000000001,6.771,6.186,12.911,13.107,-1.512
"Portfolio equity, net inflows (BoP, current US$)",332,34.583,13.854,float64,628,490,5,-27434214993.277,14958983803.112,42393198796.389,177897206.129,302861.077,1816460129.458,99.277,-2.939
ICT goods exports (% of total goods exports),333,34.688,2.5,float64,627,141,72,0.0,20.94,20.94,0.555,0.13,1.595,66.433,7.183
"International tourism, receipts (current US$)",334,34.792,0.0,float64,626,514,87,100000.0,11202000000.0,11201900000.0,659724856.185,204000000.0,1556528143.689,26.65,5.017
"Adjusted net savings, excluding particulate emission damage (% of GNI)",336,35.0,0.0,float64,624,624,0,-52.263,35.955,88.21799999999999,3.21,3.634,13.437,0.711,-0.456
"Adjusted net savings, excluding particulate emission damage (current US$)",336,35.0,0.0,float64,624,624,0,-8411728410.18,87116554016.695,95528282426.875,2354562826.422,276660453.681,9175139219.884,41.658,5.823
"International tourism, number of arrivals",338,35.208,0.0,float64,622,523,84,5000.0,15121000.0,15116000.0,992057.235,450500.0,2016676.892,28.441,5.053
"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",338,35.208,1.146,float64,622,292,106,0.0,43889999.39,43889999.39,3664646.296,589999.974,7149826.741,7.089,2.63
"International tourism, expenditures (current US$)",339,35.312,0.0,float64,621,428,118,310000.002,16406000000.0,16405689999.998,622229468.61,176000000.0,1691774851.401,28.096,4.979
Total reserves in months of imports,341,35.521,0.0,float64,619,619,0,0.067,20.549,20.482,3.958,3.65,2.511,8.036,1.925
"Depositors with commercial banks (per 1,000 adults)",344,35.833,0.0,float64,616,616,0,0.473,2070.736,2070.263,328.492,165.9,440.301,5.464,2.403
Changes in inventories (constant LCU),349,36.354,3.438,float64,611,550,13,-4777790719700.0,8330227356800.0,13108018076500.0,54620915134.416,3949920000.0,639539838391.789,60.544,2.157
"Adjusted net savings, including particulate emission damage (% of GNI)",354,36.875,0.0,float64,606,606,0,-54.466,33.64,88.106,1.487,2.239,13.804,0.709,-0.486
"Adjusted net savings, including particulate emission damage (current US$)",354,36.875,0.0,float64,606,606,0,-10073565462.481,78246107145.08,88319672607.561,1771137649.941,158908115.995,7726120036.294,45.412,5.9
"Primary completion rate, total (% of relevant age group)",355,36.979,0.0,float64,605,605,0,20.555,156.167,135.612,69.061,66.914,20.184,1.075,0.49
"International tourism, expenditures (% of total imports)",357,37.188,0.0,float64,603,603,0,0.158,28.192,28.034,6.035,4.863,4.23,2.433,1.337
"Primary completion rate, male (% of relevant age group)",358,37.292,0.0,float64,602,602,0,26.939,161.915,134.976,70.684,68.249,18.893,1.661,0.705
"PPG, private creditors (NFL, current US$)",359,37.396,3.75,float64,601,547,13,-7960199000.0,15289768000.0,23249967000.0,300823647.255,0.0,1481993210.61,44.743,5.068
"Primary completion rate, female (% of relevant age group)",359,37.396,0.0,float64,601,601,0,15.868,167.04,151.172,67.686,65.73,22.297,0.721,0.355
"Binding coverage, all products (%)",360,37.5,3.229,float64,600,118,107,0.0,100.0,100.0,51.363,39.47,37.297,-1.655,0.293
"Binding coverage, manufactured products (%)",360,37.5,3.229,float64,600,104,97,0.0,100.0,100.0,46.314,33.18,42.558,-1.708,0.308
"Binding coverage, primary products (%)",360,37.5,3.229,float64,600,108,98,0.0,100.0,100.0,67.262,58.5,24.225,0.905,-0.578
Population in urban agglomerations of more than 1 million,360,37.5,0.0,float64,600,600,0,565300.0,38722546.0,38157246.0,4590494.597,2378133.5,6208406.243,8.799,2.913
Population in urban agglomerations of more than 1 million (% of total population),360,37.5,0.0,float64,600,600,0,3.31,64.276,60.965999999999994,16.223,13.316,10.646,5.633,2.067
"International tourism, receipts (% of total exports)",364,37.917,0.0,float64,596,596,0,0.001,73.194,73.193,14.914,8.304,15.835,1.192,1.347
Low-birthweight babies (% of births),365,38.021,0.0,float64,595,595,0,8.936,25.077,16.141000000000002,15.265,15.33,3.579,-0.441,0.341
"Net official flows from UN agencies, IAEA (current US$)",370,38.542,0.0,float64,590,385,60,5582.218,1360000.014,1354417.7959999999,374177.527,349480.793,215968.153,1.641,0.968
"Interest rate spread (lending rate minus deposit rate, %)",375,39.062,0.0,float64,585,482,23,-3.602,107.473,111.075,8.573,7.5,10.625,24.077,3.679
"Charges for the use of intellectual property, payments (BoP, current US$)",376,39.167,0.0,float64,584,570,5,26.734,2118146097.481,2118146070.747,78405211.502,3749082.384,297088186.955,26.401,5.153
"International tourism, expenditures for passenger transport items (current US$)",376,39.167,0.0,float64,584,264,100,100000.001,3649000000.0,3648899999.999,205959383.61,37000000.0,583313056.257,17.836,4.27
"School enrollment, primary, private (% of total primary)",379,39.479,1.25,float64,581,568,3,0.0,88.837,88.837,13.808,11.093,12.569,2.204,1.25
"Net financial flows, IMF nonconcessional (NFL, current US$)",380,39.583,4.792,float64,580,535,1,-818605857.8,4250526512.4,5069132370.2,55744953.422,554030.95,284569704.228,119.151,9.398
"Net bilateral aid flows from DAC donors, Denmark (current US$)",383,39.896,1.458,float64,577,461,68,-21989999.771,129389999.39,151379999.161,18779896.02,4880000.114,26461910.033,2.302,1.653
Renewable electricity output (% of total electricity output),384,40.0,11.875,float64,576,446,7,0.0,100.0,100.0,42.44,40.499,37.279,-1.481,0.22
Time to resolve insolvency (years),384,40.0,0.0,float64,576,21,20,1.0,5.0,4.0,2.989,3.0,0.998,-0.574,0.587
People with basic handwashing facilities including soap and water (% of population),385,40.104,0.0,float64,575,563,3,1.169,58.058,56.889,20.74,17.757,12.664,-0.034,0.83
"Net official flows from UN agencies, WHO (current US$)",390,40.625,0.0,float64,570,564,6,140351.4,9018199.921,8877848.521,1660385.195,1389706.552,1056437.027,8.562,2.346
"Bound rate, simple mean, all products (%)",391,40.729,0.0,float64,569,127,120,9.44,121.32,111.88,55.18,47.36,33.103,-1.282,0.31
"Bound rate, simple mean, manufactured products (%)",391,40.729,0.0,float64,569,121,114,8.07,120.0,111.93,42.095,32.77,28.63,-0.339,0.729
"Bound rate, simple mean, primary products (%)",391,40.729,0.0,float64,569,115,109,13.81,146.82,133.01,67.18,58.87,37.053,-1.147,0.282
"Net bilateral aid flows from DAC donors, Netherlands (current US$)",392,40.833,0.417,float64,568,497,37,-49290000.916,422160003.662,471450004.578,26222605.674,14085000.038,38286618.419,30.602,4.16
Risk of catastrophic expenditure for surgical care (% of people at risk),395,41.146,0.0,float64,565,402,119,0.1,100.0,99.9,52.385,54.4,28.369,-1.195,-0.012
Risk of impoverishing expenditure for surgical care (% of people at risk),395,41.146,0.0,float64,565,393,121,0.4,100.0,99.6,66.038,69.5,26.357,-0.637,-0.554
"Air transport, passengers carried",396,41.25,0.938,float64,564,551,6,0.0,26211258.0,26211258.0,1251812.869,391751.807,3125392.418,24.699,4.669
"Air transport, registered carrier departures worldwide",398,41.458,1.146,float64,562,538,13,0.0,248747.0,248747.0,18554.512,7665.5,36108.41,14.922,3.706
"People with basic handwashing facilities including soap and water, urban (% of urban population)",403,41.979,0.0,float64,557,272,43,1.762,68.621,66.859,30.997,29.006,14.515,-0.25,0.407
Primary government expenditures as a proportion of original approved budget (%),404,42.083,0.0,float64,556,545,10,5.647,255.17,249.523,94.96,94.985,18.328,15.903,1.768
"International tourism, receipts for passenger transport items (current US$)",409,42.604,0.0,float64,551,220,88,10000.0,2743000000.0,2742990000.0,128936932.841,15000000.0,330385470.433,20.333,4.158
Medium and high-tech exports (% manufactured exports),409,42.604,1.562,float64,551,502,14,0.0,97.203,97.203,20.841,15.08,19.581,2.772,1.668
Medium and high-tech manufacturing value added (% manufacturing value added),409,42.604,0.0,float64,551,295,28,0.666,33.436,32.77,11.097,9.359,8.408,0.242,1.049
"Primary education, pupils (% female)",410,42.708,0.0,float64,550,548,2,35.459,53.069,17.61,47.829,48.57,2.547,1.558,-1.121
"School enrollment, preprimary (% gross)",416,43.333,0.0,float64,544,542,2,0.742,160.081,159.339,31.73,19.699,32.063,1.498,1.487
"People with basic handwashing facilities including soap and water, rural (% of rural population)",421,43.854,0.0,float64,539,258,42,1.194,49.082,47.888,15.514,12.544,10.805,0.665,1.115
"People using safely managed sanitation services, rural (% of rural population)",428,44.583,0.0,float64,532,514,13,0.26,57.856,57.596000000000004,15.996,13.275,12.711,0.618,1.082
"Secondary education, pupils",428,44.583,0.0,float64,532,529,3,7113.0,13947585.0,13940472.0,1272663.609,611492.0,1959763.207,13.037,3.257
"School enrollment, preprimary, female (% gross)",429,44.688,0.0,float64,531,529,2,0.716,160.292,159.576,32.014,19.866,32.325,1.565,1.501
"School enrollment, preprimary, male (% gross)",429,44.688,0.0,float64,531,529,2,0.767,160.86,160.09300000000002,31.368,19.454,31.907,1.573,1.508
"School enrollment, secondary (% gross)",430,44.792,0.0,float64,530,530,0,3.294,112.311,109.01700000000001,46.527,41.527,23.279,0.076,0.812
"Borrowers from commercial banks (per 1,000 adults)",434,45.208,0.0,float64,526,526,0,0.018,429.844,429.826,62.372,27.562,80.981,3.031,1.885
"Children out of school, primary",436,45.417,0.0,float64,524,524,0,8.0,9256850.0,9256842.0,624701.685,215764.0,1176560.086,23.033,4.36
"School enrollment, secondary, female (% gross)",437,45.521,0.0,float64,523,523,0,2.713,117.637,114.924,44.865,39.124,25.689,0.019,0.869
"School enrollment, secondary, male (% gross)",437,45.521,0.0,float64,523,523,0,3.86,111.042,107.182,48.209,44.179,21.509,0.012,0.712
Children out of school (% of primary school age),438,45.625,0.0,float64,522,522,0,0.014,63.025,63.010999999999996,19.869,15.425,15.102,-0.304,0.747
"Net official flows from UN agencies, ILO (current US$)",438,45.625,0.0,float64,522,521,1,4390.0,4404160.023,4399770.023,575127.072,415841.728,514721.573,12.124,2.67
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",439,45.729,1.146,float64,521,510,2,-6985973000.0,8840060000.0,15826033000.0,327591105.566,3971000.0,1350466712.37,12.064,1.273
"PPG, commercial banks (NFL, current US$)",439,45.729,3.75,float64,521,466,10,-2786038000.0,6764233000.0,9550271000.0,103277673.704,-3000.0,584815716.765,45.175,4.847
"Secondary education, general pupils",439,45.729,0.0,float64,521,520,1,6989.0,12532753.0,12525764.0,867257.077,467709.0,1238984.716,21.084,3.613
"School enrollment, tertiary (% gross)",441,45.938,0.0,float64,519,519,0,0.452,44.203,43.751000000000005,9.812,7.454,8.244,4.073,1.877
"Secondary education, general pupils (% female)",441,45.938,0.0,float64,519,518,1,24.528,57.948,33.42,45.947,47.08,6.044,0.377,-0.739
"Net financial flows, RDB nonconcessional (NFL, current US$)",442,46.042,10.312,float64,518,420,1,-369353601.2,971686841.5,1341040442.7,21176737.772,0.0,107891154.363,29.227,4.482
High-technology exports (% of manufactured exports),443,46.146,0.521,float64,517,513,1,0.0,95.618,95.618,5.491,2.558,9.137,29.767,4.591
High-technology exports (current US$),443,46.146,0.521,float64,517,513,1,0.0,2861275747.0,2861275747.0,100968443.404,9180690.0,416702081.586,28.251,5.394
"Lower secondary completion rate, total (% of relevant age group)",446,46.458,0.0,float64,514,514,0,6.471,147.363,140.892,44.004,38.366,25.464,1.733,1.211
"Air transport, freight (million ton-km)",447,46.562,6.875,float64,513,439,10,0.0,3716.822,3716.822,93.867,3.312,327.518,50.613,6.364
Grants and other revenue (current LCU),448,46.667,0.0,float64,512,511,1,4497578.0,8144307448703.38,8144302951125.38,508981180147.8,103102773421.075,926139901017.079,14.07,3.187
"Lower secondary completion rate, female (% of relevant age group)",448,46.667,0.0,float64,512,511,1,5.016,154.072,149.056,43.168,37.023,27.328,1.218,1.126
"Lower secondary completion rate, male (% of relevant age group)",448,46.667,0.0,float64,512,512,0,7.298,179.744,172.446,45.124,39.942,24.411,2.847,1.315
Tax revenue (% of GDP),448,46.667,0.0,float64,512,512,0,0.0,39.986,39.986,15.343,13.27,7.59,0.21,0.908
Tax revenue (current LCU),448,46.667,0.0,float64,512,511,1,72529772.93,21642390695636.3,21642318165863.37,1299954589562.543,310203011035.87,2992839807231.259,20.638,4.331
Compensation of employees (current LCU),452,47.083,0.0,float64,508,506,2,31874491.35,6577955514953.06,6577923640461.71,479317091201.973,98491814127.185,920767169118.401,12.697,3.323
Liner shipping connectivity index (maximum value in 2004 = 100),452,47.083,0.0,float64,508,503,3,0.932,41.257,40.324999999999996,13.025,11.306,8.138,1.494,1.256
"Gross intake ratio in first grade of primary education, female (% of relevant age group)",453,47.188,0.0,float64,507,507,0,50.659,211.877,161.21800000000002,109.823,104.363,29.664,0.675,0.831
"Gross intake ratio in first grade of primary education, male (% of relevant age group)",453,47.188,0.0,float64,507,507,0,58.366,214.703,156.337,115.14,106.175,28.999,0.307,0.846
"Gross intake ratio in first grade of primary education, total (% of relevant age group)",453,47.188,0.0,float64,507,507,0,59.774,213.289,153.515,112.5,105.403,28.996,0.524,0.855
Goods and services expense (current LCU),454,47.292,0.0,float64,506,505,1,15600618.0,8456604881529.22,8456589280911.22,349860112270.886,87135947802.0,842019419011.252,34.394,5.194
Net lending (+) / net borrowing (-) (% of GDP),454,47.292,0.0,float64,506,506,0,-26.357,36.411,62.768,-2.072,-2.387,5.399,10.726,1.91
Net lending (+) / net borrowing (-) (current LCU),454,47.292,0.0,float64,506,505,1,-11762936628464.9,2368789000000.0,14131725628464.9,-262655391246.217,-14173336899.58,1011213241739.956,68.243,-7.136
Interest payments (current LCU),456,47.5,0.0,float64,504,502,2,846232.52,4966455381940.0,4966454535707.48,160777730946.587,20671873057.0,479231639621.456,40.64,5.859
Grants and other revenue (% of revenue),457,47.604,0.0,float64,503,502,1,1.906,88.559,86.65299999999999,28.393,25.169,17.816,1.063,1.133
"Net official flows from UN agencies, UNHCR (current US$)",457,47.604,0.104,float64,503,445,44,0.0,56677280.426,56677280.426,4582249.265,2273676.634,7165258.924,15.58,3.536
"Revenue, excluding grants (% of GDP)",457,47.604,0.0,float64,503,503,0,0.0,47.211,47.211,19.818,17.397,9.614,-0.156,0.754
"Revenue, excluding grants (current LCU)",457,47.604,0.0,float64,503,502,1,142643881.561,24418138843420.6,24417996199539.04,1607986286565.57,441145692522.469,3279727637103.717,19.577,4.128
Taxes on goods and services (current LCU),459,47.812,0.0,float64,501,500,1,13651196.77,10880579566241.2,10880565915044.43,599596148064.967,93660497268.0,1482532414075.038,19.553,4.256
"Taxes on income, profits and capital gains (% of total taxes)",459,47.812,0.0,float64,501,500,1,2.419,93.904,91.485,36.472,33.866,15.538,2.36,1.294
"Taxes on income, profits and capital gains (current LCU)",459,47.812,0.0,float64,501,500,1,3447681.32,9013203447218.65,9013199999537.33,491668809851.449,96596997026.2,1125086188851.395,22.042,4.417
Taxes on international trade (current LCU),459,47.812,0.0,float64,501,500,1,30167590.77,4282370151897.86,4282339984307.09,198676771530.726,33699259980.0,449112985416.371,31.309,4.829
Time required to get electricity (days),460,47.917,0.0,float64,500,79,68,30.0,602.0,572.0,128.881,106.0,99.312,7.537,2.726
Compensation of employees (% of expense),461,48.021,0.0,float64,499,498,1,9.339,69.497,60.158,35.921,37.307,11.681,-0.453,-0.325
Expense (% of GDP),461,48.021,0.0,float64,499,499,0,0.0,52.18,52.18,18.644,16.847,8.754,0.45,0.868
Expense (current LCU),461,48.021,0.0,float64,499,498,1,239219913.65,29389883632732.5,29389644412818.85,1594183538652.689,422177375000.0,3623802339618.286,23.622,4.513
Goods and services expense (% of expense),462,48.125,0.0,float64,498,497,1,4.356,57.906,53.55,22.447,21.068,9.868,0.132,0.606
Interest payments (% of expense),464,48.333,0.0,float64,496,495,1,0.13,41.996,41.866,8.8,7.478,6.491,3.394,1.602
Interest payments (% of revenue),464,48.333,0.0,float64,496,495,1,0.019,47.823,47.804,8.122,6.512,7.208,7.456,2.265
"Net bilateral aid flows from DAC donors, Poland (current US$)",465,48.438,4.271,float64,495,105,43,-4150000.095,92349998.474,96499998.569,917696.964,39999.999,5578933.128,159.6,11.308
People using safely managed sanitation services (% of population),466,48.542,0.0,float64,494,494,0,1.388,71.708,70.32,18.453,15.246,13.776,3.034,1.581
"People using safely managed sanitation services, urban (% of urban population)",466,48.542,0.0,float64,494,481,10,2.474,73.125,70.651,22.408,20.058,13.522,3.756,1.6
"Pupil-teacher ratio, primary",466,48.542,0.0,float64,494,494,0,12.467,100.236,87.769,41.298,41.002,13.978,1.29,0.676
"Internally displaced persons, new displacement associated with disasters (number of cases)",467,48.646,0.0,float64,493,261,98,2.0,3894000.0,3893998.0,88264.951,14000.0,267198.517,101.579,8.678
Taxes on goods and services (% value added of industry and services),467,48.646,0.0,float64,493,493,0,0.343,21.203,20.86,8.383,8.087,4.657,-0.004,0.574
Net ODA received (% of central government expense),468,48.75,0.0,float64,492,492,0,0.034,16997827.384,16997827.349999998,127114.264,23.496,1408999.919,122.026,11.083
Taxes on goods and services (% of revenue),468,48.75,0.0,float64,492,491,1,0.991,59.791,58.8,29.546,31.511,13.533,-0.587,-0.259
"Taxes on income, profits and capital gains (% of revenue)",468,48.75,0.0,float64,492,491,1,1.389,55.983,54.593999999999994,25.257,24.026,10.431,0.041,0.341
Taxes on international trade (% of revenue),468,48.75,0.0,float64,492,491,1,0.239,74.083,73.844,14.737,11.224,12.495,3.854,1.771
"School enrollment, secondary (gross), gender parity index (GPI)",471,49.062,0.0,float64,489,489,0,0.332,1.388,1.0559999999999998,0.887,0.899,0.199,-0.085,-0.222
Arms imports (SIPRI trend indicator values),475,49.479,2.188,float64,485,110,53,0.0,914000000.0,914000000.0,33385567.01,11000000.0,74604008.309,61.663,6.698
"School enrollment, primary and secondary (gross), gender parity index (GPI)",479,49.896,0.0,float64,481,480,1,0.537,1.176,0.6389999999999999,0.926,0.957,0.111,-0.018,-0.789
"School enrollment, tertiary (gross), gender parity index (GPI)",479,49.896,0.0,float64,481,480,1,0.064,1.71,1.646,0.755,0.702,0.347,-0.367,0.645
"School enrollment, tertiary, female (% gross)",479,49.896,0.0,float64,481,481,0,0.176,66.448,66.27199999999999,9.638,5.89,10.821,6.286,2.361
"School enrollment, tertiary, male (% gross)",479,49.896,0.0,float64,481,481,0,0.628,37.569,36.941,10.445,9.043,6.737,2.482,1.307
Subsidies and other transfers (current LCU),481,50.104,0.0,float64,479,478,1,9135159.0,18699083535457.9,18699074400298.9,582949126827.722,77335572145.55,1863184631005.039,47.182,6.34
Customs and other import duties (% of tax revenue),483,50.313,0.0,float64,477,476,1,0.525,77.076,76.55099999999999,19.18,15.477,14.662,1.85,1.383
Customs and other import duties (current LCU),483,50.313,0.0,float64,477,476,1,30120621.87,4128154820984.71,4128124700362.84,180456622836.44,33157818469.0,426953630337.131,36.191,5.291
"New business density (new registrations per 1,000 people ages 15-64)",485,50.521,0.0,float64,475,475,0,0.007,23.005,22.997999999999998,1.941,0.751,3.328,9.492,2.901
New businesses registered (number),485,50.521,0.0,float64,475,452,20,15.0,490487.0,490472.0,19292.305,2472.0,64478.45,27.626,5.151
"Children out of school, primary, female",486,50.625,0.0,float64,474,474,0,83.0,5337845.0,5337762.0,362060.194,160333.5,680602.192,24.767,4.54
"Children out of school, primary, male",486,50.625,0.0,float64,474,472,2,105.0,3919005.0,3918900.0,312956.477,110263.5,549445.171,16.549,3.722
"People using safely managed drinking water services, urban (% of urban population)",486,50.625,0.0,float64,474,462,8,9.404,90.273,80.869,42.854,39.627,19.84,-0.421,0.477
"Net bilateral aid flows from DAC donors, Czech Republic (current US$)",488,50.833,0.625,float64,472,108,46,0.0,5309999.943,5309999.943,337944.914,70000.0,759830.271,17.996,4.028
"Nurses and midwives (per 1,000 people)",488,50.833,0.0,float64,472,411,57,0.09,10.76,10.67,1.17,0.758,1.207,13.246,2.92
"Net bilateral aid flows from DAC donors, Greece (current US$)",489,50.938,2.292,float64,471,101,46,0.0,8979999.542,8979999.542,279065.816,50000.001,708117.942,60.751,6.484
"Physicians (per 1,000 people)",489,50.938,0.0,float64,471,269,101,0.013,3.819,3.806,0.254,0.107,0.421,19.964,3.979
Subsidies and other transfers (% of expense),489,50.938,0.0,float64,471,470,1,0.74,72.845,72.105,26.756,24.94,13.875,0.29,0.771
"Children out of school, female (% of female primary school age)",490,51.042,0.0,float64,470,470,0,0.027,67.829,67.80199999999999,22.876,17.742,16.029,-0.35,0.709
"Children out of school, male (% of male primary school age)",490,51.042,0.0,float64,470,470,0,0.207,62.325,62.118,20.131,17.073,14.099,-0.32,0.66
"Gross fixed capital formation, private sector (% of GDP)",490,51.042,0.312,float64,470,468,1,0.0,59.387,59.387,16.396,15.677,7.158,6.065,1.3
"Gross fixed capital formation, private sector (current LCU)",490,51.042,0.312,float64,470,468,1,0.0,45003981376175.4,45003981376175.4,3151623409522.738,790490500000.0,6776327997088.885,14.538,3.661
"Repeaters, primary, total (% of total enrollment)",503,52.396,0.0,float64,457,456,1,0.01,36.22,36.21,12.684,11.975,7.538,-0.525,0.469
Trained teachers in primary education (% of total teachers),503,52.396,0.0,float64,457,401,3,13.381,100.0,86.619,78.688,84.706,19.933,0.539,-1.022
"Net incurrence of liabilities, total (% of GDP)",504,52.5,0.0,float64,456,456,0,-21.981,22.508,44.489000000000004,3.629,3.264,4.322,5.213,0.105
"Net incurrence of liabilities, total (current LCU)",504,52.5,0.0,float64,456,455,1,-1430040000000.0,13709700154838.6,15139740154838.6,434530398676.3,40693800000.0,1211896839298.112,43.12,5.589
Net acquisition of financial assets (% of GDP),505,52.604,0.0,float64,455,455,0,-10.512,21.261,31.773,1.218,0.545,3.821,5.877,1.628
Net acquisition of financial assets (current LCU),505,52.604,0.0,float64,455,454,1,-1301546858709.72,3126121174500.0,4427668033209.72,106592476171.829,3472337289.0,421995059633.516,23.049,3.849
"Repeaters, primary, female (% of female enrollment)",509,53.021,0.0,float64,451,450,1,0.007,36.458,36.451,12.167,11.518,7.49,-0.294,0.595
"Repeaters, primary, male (% of male enrollment)",509,53.021,0.0,float64,451,451,0,0.013,35.981,35.968,13.109,12.307,7.69,-0.708,0.405
Other expense (% of expense),512,53.333,0.0,float64,448,447,1,0.042,36.234,36.192,6.985,4.772,6.874,1.888,1.444
Other expense (current LCU),512,53.333,0.0,float64,448,446,2,265140.25,4176004529084.7,4176004263944.45,100674389033.999,20934759465.0,280909591550.734,111.162,8.994
"Secondary education, teachers",519,54.062,0.0,float64,441,438,3,342.0,912245.0,911903.0,53991.279,19690.0,99301.099,32.351,4.938
CPI base year,528,55.0,20.104,float64,432,3,3,0.0,1.0,1.0,0.286,0.5,0.266,-1.203,0.083
"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",528,55.0,0.0,float64,432,1,1,100.0,100.0,0.0,100.0,100.0,0.0,0,0
