Indicator,Source Table,Missing Count,Missing Percentage
"Net financial flows, RDB concessional (NFL, current US$)",WDIEconomicIndicator,490,61.63522012578616
"Net financial flows, RDB nonconcessional (NFL, current US$)",WDIEconomicIndicator,512,64.40251572327044
"Net financial flows, bilateral (NFL, current US$)",WDIEconomicIndicator,406,51.069182389937104
"Net financial flows, multilateral (NFL, current US$)",WDIEconomicIndicator,399,50.18867924528302
"Net financial flows, others (NFL, current US$)",WDIEconomicIndicator,420,52.83018867924528
"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",WDIEconomicIndicator,494,62.13836477987421
Net official aid received (constant 2021 US$),WDIEconomicIndicator,784,98.61635220125787
Net official aid received (current US$),WDIEconomicIndicator,784,98.61635220125787
Net official development assistance and official aid received (constant 2021 US$),WDIEconomicIndicator,477,60.0
Net official development assistance and official aid received (current US$),WDIEconomicIndicator,477,60.0
Net official development assistance received (constant 2021 US$),WDIEconomicIndicator,460,57.861635220125784
Net official development assistance received (current US$),WDIEconomicIndicator,460,57.861635220125784
"Net official flows from UN agencies, CERF (current US$)",WDIEconomicIndicator,640,80.50314465408806
"Net official flows from UN agencies, FAO (current US$)",WDIEconomicIndicator,450,56.60377358490566
"Net official flows from UN agencies, IAEA (current US$)",WDIEconomicIndicator,490,61.63522012578616
"Net official flows from UN agencies, IFAD (current US$)",WDIEconomicIndicator,522,65.66037735849056
"Net official flows from UN agencies, ILO (current US$)",WDIEconomicIndicator,447,56.22641509433962
"Net official flows from UN agencies, SDGFUND (current US$)",WDIEconomicIndicator,549,69.0566037735849
"Net official flows from UN agencies, SPRP (current US$)",WDIEconomicIndicator,503,63.270440251572325
"Net official flows from UN agencies, UNAIDS (current US$)",WDIEconomicIndicator,650,81.76100628930818
"Net official flows from UN agencies, UNCDF (current US$)",WDIEconomicIndicator,715,89.937106918239
"Net official flows from UN agencies, UNCOVID (current US$)",WDIEconomicIndicator,635,79.87421383647799
"Net official flows from UN agencies, UNDP (current US$)",WDIEconomicIndicator,456,57.35849056603774
"Net official flows from UN agencies, UNECE (current US$)",WDIEconomicIndicator,777,97.73584905660377
"Net official flows from UN agencies, UNEP (current US$)",WDIEconomicIndicator,777,97.73584905660377
"Net official flows from UN agencies, UNFPA (current US$)",WDIEconomicIndicator,485,61.0062893081761
"Net official flows from UN agencies, UNHCR (current US$)",WDIEconomicIndicator,587,73.83647798742138
"Net official flows from UN agencies, UNICEF (current US$)",WDIEconomicIndicator,471,59.24528301886792
"Net official flows from UN agencies, UNIDO (current US$)",WDIEconomicIndicator,703,88.42767295597484
"Net official flows from UN agencies, UNPBF (current US$)",WDIEconomicIndicator,612,76.9811320754717
"Net official flows from UN agencies, UNRWA (current US$)",WDIEconomicIndicator,743,93.45911949685535
"Net official flows from UN agencies, UNTA (current US$)",WDIEconomicIndicator,777,97.73584905660377
"Net official flows from UN agencies, UNWOMEN (current US$)",WDIEconomicIndicator,557,70.062893081761
"Net official flows from UN agencies, UNWTO (current US$)",WDIEconomicIndicator,777,97.73584905660377
"Net official flows from UN agencies, WFP (current US$)",WDIEconomicIndicator,554,69.68553459119497
"Net official flows from UN agencies, WHO (current US$)",WDIEconomicIndicator,439,55.22012578616352
"Net official flows from UN agencies, WTO-ITC (current US$)",WDIEconomicIndicator,637,80.12578616352202
"Net primary income (BoP, current US$)",WDIEconomicIndicator,280,35.22012578616352
Net primary income (Net income from abroad) (constant LCU),WDIEconomicIndicator,737,92.70440251572327
Net primary income (Net income from abroad) (current LCU),WDIEconomicIndicator,246,30.943396226415093
Net primary income (Net income from abroad) (current US$),WDIEconomicIndicator,246,30.943396226415093
"Net secondary income (BoP, current US$)",WDIEconomicIndicator,280,35.22012578616352
Net secondary income (Net current transfers from abroad) (current LCU),WDIEconomicIndicator,272,34.21383647798742
Net secondary income (Net current transfers from abroad) (current US$),WDIEconomicIndicator,272,34.21383647798742
"Net trade in goods (BoP, current US$)",WDIEconomicIndicator,280,35.22012578616352
"Net trade in goods and services (BoP, current US$)",WDIEconomicIndicator,280,35.22012578616352
Other manufacturing (% of value added in manufacturing),WDIEconomicIndicator,701,88.17610062893083
"PNG, bonds (NFL, current US$)",WDIEconomicIndicator,670,84.27672955974843
"PNG, commercial banks and other creditors (NFL, current US$)",WDIEconomicIndicator,496,62.38993710691824
"PPG, IBRD (DOD, current US$)",WDIEconomicIndicator,566,71.19496855345912
"PPG, IDA (DOD, current US$)",WDIEconomicIndicator,459,57.73584905660377
"PPG, bonds (NFL, current US$)",WDIEconomicIndicator,564,70.94339622641509
"PPG, commercial banks (NFL, current US$)",WDIEconomicIndicator,492,61.886792452830186
"PPG, official creditors (NFL, current US$)",WDIEconomicIndicator,399,50.18867924528302
"PPG, other private creditors (NFL, current US$)",WDIEconomicIndicator,613,77.10691823899371
"PPG, private creditors (NFL, current US$)",WDIEconomicIndicator,466,58.61635220125786
"PPP conversion factor, GDP (LCU per international $)",WDIEconomicIndicator,204,25.660377358490567
"PPP conversion factor, private consumption (LCU per international $)",WDIEconomicIndicator,257,32.32704402515723
"Personal remittances, paid (current US$)",WDIEconomicIndicator,145,18.238993710691823
"Personal remittances, received (% of GDP)",WDIEconomicIndicator,64,8.050314465408805
"Personal remittances, received (current US$)",WDIEconomicIndicator,48,6.037735849056604
"Personal transfers, receipts (BoP, current US$)",WDIEconomicIndicator,265,33.33333333333333
"Portfolio Investment, net (BoP, current US$)",WDIEconomicIndicator,308,38.742138364779876
"Portfolio equity, net inflows (BoP, current US$)",WDIEconomicIndicator,191,24.0251572327044
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",WDIEconomicIndicator,566,71.19496855345912
"Present value of external debt (% of exports of goods, services and income)",WDIEconomicIndicator,682,85.78616352201259
Present value of external debt (current US$),WDIEconomicIndicator,663,83.39622641509435
Price level ratio of PPP conversion factor (GDP) to market exchange rate,WDIEconomicIndicator,204,25.660377358490567
"Primary income payments (BoP, current US$)",WDIEconomicIndicator,153,19.245283018867926
"Primary income receipts (BoP, current US$)",WDIEconomicIndicator,153,19.245283018867926
Public and publicly guaranteed debt service (% of GNI),WDIEconomicIndicator,347,43.64779874213836
"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",WDIEconomicIndicator,395,49.685534591194966
"Reserves and related items (BoP, current US$)",WDIEconomicIndicator,282,35.471698113207545
"Secondary income receipts (BoP, current US$)",WDIEconomicIndicator,166,20.88050314465409
"Secondary income, other sectors, payments (BoP, current US$)",WDIEconomicIndicator,164,20.628930817610065
"Service exports (BoP, current US$)",WDIEconomicIndicator,148,18.61635220125786
"Service imports (BoP, current US$)",WDIEconomicIndicator,143,17.9874213836478
"Services, value added (% of GDP)",WDIEconomicIndicator,103,12.955974842767295
"Services, value added (annual % growth)",WDIEconomicIndicator,118,14.842767295597485
"Services, value added (constant 2015 US$)",WDIEconomicIndicator,121,15.220125786163521
"Services, value added (constant LCU)",WDIEconomicIndicator,246,30.943396226415093
"Services, value added (current LCU)",WDIEconomicIndicator,235,29.559748427672954
"Services, value added (current US$)",WDIEconomicIndicator,105,13.20754716981132
"Services, value added per worker (constant 2015 US$)",WDIEconomicIndicator,157,19.748427672955977
"Short-term debt (% of exports of goods, services and primary income)",WDIEconomicIndicator,395,49.685534591194966
Short-term debt (% of total external debt),WDIEconomicIndicator,399,50.18867924528302
Short-term debt (% of total reserves),WDIEconomicIndicator,425,53.459119496855344
Taxes less subsidies on products (constant LCU),WDIEconomicIndicator,275,34.59119496855346
Taxes less subsidies on products (current LCU),WDIEconomicIndicator,265,33.33333333333333
Taxes less subsidies on products (current US$),WDIEconomicIndicator,267,33.58490566037736
"Technical cooperation grants (BoP, current US$)",WDIEconomicIndicator,520,65.40880503144653
Terms of trade adjustment (constant LCU),WDIEconomicIndicator,317,39.87421383647799
Textiles and clothing (% of value added in manufacturing),WDIEconomicIndicator,703,88.42767295597484
Total debt service (% of GNI),WDIEconomicIndicator,347,43.64779874213836
"Total debt service (% of exports of goods, services and primary income)",WDIEconomicIndicator,417,52.45283018867924
Total reserves (% of total external debt),WDIEconomicIndicator,422,53.081761006289305
"Total reserves (includes gold, current US$)",WDIEconomicIndicator,318,40.0
Total reserves in months of imports,WDIEconomicIndicator,207,26.037735849056602
Total reserves minus gold (current US$),WDIEconomicIndicator,318,40.0
Trade (% of GDP),WDIEconomicIndicator,150,18.867924528301888
Trade in services (% of GDP),WDIEconomicIndicator,144,18.11320754716981
"Transport services (% of service exports, BoP)",WDIEconomicIndicator,162,20.37735849056604
"Transport services (% of service imports, BoP)",WDIEconomicIndicator,153,19.245283018867926
"Travel services (% of service exports, BoP)",WDIEconomicIndicator,169,21.257861635220127
"Travel services (% of service imports, BoP)",WDIEconomicIndicator,156,19.622641509433965
"Use of IMF credit (DOD, current US$)",WDIEconomicIndicator,399,50.18867924528302
Adolescents out of school (% of lower secondary school age),WDIEducationIndicator,444,55.84905660377358
"Adolescents out of school, female (% of female lower secondary school age)",WDIEducationIndicator,508,63.899371069182386
"Adolescents out of school, male (% of male lower secondary school age)",WDIEducationIndicator,506,63.64779874213836
Children out of school (% of primary school age),WDIEducationIndicator,425,53.459119496855344
"Children out of school, female (% of female primary school age)",WDIEducationIndicator,511,64.27672955974842
"Children out of school, male (% of male primary school age)",WDIEducationIndicator,512,64.40251572327044
"Children out of school, primary",WDIEducationIndicator,427,53.71069182389937
"Children out of school, primary, female",WDIEducationIndicator,511,64.27672955974842
"Children out of school, primary, male",WDIEducationIndicator,512,64.40251572327044
"Compulsory education, duration (years)",WDIEducationIndicator,67,8.427672955974842
"Current education expenditure, primary (% of total expenditure in primary public institutions)",WDIEducationIndicator,652,82.0125786163522
"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",WDIEducationIndicator,650,81.76100628930818
"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",WDIEducationIndicator,650,81.76100628930818
"Current education expenditure, total (% of total expenditure in public institutions)",WDIEducationIndicator,648,81.50943396226415
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",WDIEducationIndicator,576,72.45283018867924
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",WDIEducationIndicator,570,71.69811320754717
"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",WDIEducationIndicator,568,71.44654088050314
"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",WDIEducationIndicator,555,69.81132075471697
"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",WDIEducationIndicator,555,69.81132075471697
"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",WDIEducationIndicator,555,69.81132075471697
"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",WDIEducationIndicator,581,73.0817610062893
"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",WDIEducationIndicator,580,72.95597484276729
"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",WDIEducationIndicator,580,72.95597484276729
"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",WDIEducationIndicator,517,65.0314465408805
"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",WDIEducationIndicator,516,64.90566037735849
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",WDIEducationIndicator,516,64.90566037735849
"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",WDIEducationIndicator,575,72.32704402515722
"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",WDIEducationIndicator,574,72.20125786163521
"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",WDIEducationIndicator,572,71.9496855345912
"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",WDIEducationIndicator,502,63.14465408805031
"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",WDIEducationIndicator,502,63.14465408805031
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",WDIEducationIndicator,502,63.14465408805031
"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",WDIEducationIndicator,547,68.80503144654088
"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",WDIEducationIndicator,547,68.80503144654088
"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",WDIEducationIndicator,547,68.80503144654088
"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",WDIEducationIndicator,504,63.39622641509434
"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",WDIEducationIndicator,504,63.39622641509434
"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",WDIEducationIndicator,504,63.39622641509434
Female primary school age children out-of-school (%),WDIEducationIndicator,753,94.71698113207547
Female pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,WDIEducationIndicator,753,94.71698113207547
"Government expenditure on education, total (% of GDP)",WDIEducationIndicator,348,43.77358490566038
"Government expenditure on education, total (% of government expenditure)",WDIEducationIndicator,364,45.78616352201258
Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),WDIEducationIndicator,740,93.08176100628931
Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),WDIEducationIndicator,753,94.71698113207547
Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),WDIEducationIndicator,753,94.71698113207547
"Literacy rate, adult female (% of females ages 15 and above)",WDIEducationIndicator,561,70.56603773584905
"Literacy rate, adult male (% of males ages 15 and above)",WDIEducationIndicator,567,71.32075471698113
"Literacy rate, adult total (% of people ages 15 and above)",WDIEducationIndicator,566,71.19496855345912
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",WDIEducationIndicator,541,68.0503144654088
"Literacy rate, youth female (% of females ages 15-24)",WDIEducationIndicator,541,68.0503144654088
"Literacy rate, youth male (% of males ages 15-24)",WDIEducationIndicator,541,68.0503144654088
"Literacy rate, youth total (% of people ages 15-24)",WDIEducationIndicator,541,68.0503144654088
"Lower secondary completion rate, female (% of relevant age group)",WDIEducationIndicator,352,44.27672955974843
"Lower secondary completion rate, male (% of relevant age group)",WDIEducationIndicator,354,44.528301886792455
"Lower secondary completion rate, total (% of relevant age group)",WDIEducationIndicator,352,44.27672955974843
Lower secondary school starting age (years),WDIEducationIndicator,169,21.257861635220127
Male primary school age children out-of-school (%),WDIEducationIndicator,753,94.71698113207547
Male pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,WDIEducationIndicator,753,94.71698113207547
"Persistence to grade 5, female (% of cohort)",WDIEducationIndicator,702,88.30188679245283
"Persistence to grade 5, male (% of cohort)",WDIEducationIndicator,702,88.30188679245283
"Persistence to grade 5, total (% of cohort)",WDIEducationIndicator,690,86.79245283018868
"Persistence to last grade of primary, female (% of cohort)",WDIEducationIndicator,608,76.47798742138366
"Persistence to last grade of primary, male (% of cohort)",WDIEducationIndicator,608,76.47798742138366
"Persistence to last grade of primary, total (% of cohort)",WDIEducationIndicator,598,75.22012578616352
"Preprimary education, duration (years)",WDIEducationIndicator,56,7.044025157232705
"Primary completion rate, female (% of relevant age group)",WDIEducationIndicator,325,40.88050314465409
"Primary completion rate, male (% of relevant age group)",WDIEducationIndicator,324,40.75471698113208
"Primary completion rate, total (% of relevant age group)",WDIEducationIndicator,321,40.37735849056604
"Primary education, duration (years)",WDIEducationIndicator,28,3.5220125786163523
"Primary education, pupils",WDIEducationIndicator,212,26.666666666666668
"Primary education, teachers",WDIEducationIndicator,268,33.71069182389937
"Primary education, teachers (% female)",WDIEducationIndicator,285,35.84905660377358
Primary school age children out-of-school (%),WDIEducationIndicator,740,93.08176100628931
Primary school starting age (years),WDIEducationIndicator,166,20.88050314465409
Pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,WDIEducationIndicator,740,93.08176100628931
"School enrollment, preprimary (% gross)",WDIEducationIndicator,720,90.56603773584906
"School enrollment, preprimary, female (% gross)",WDIEducationIndicator,720,90.56603773584906
"School enrollment, preprimary, male (% gross)",WDIEducationIndicator,720,90.56603773584906
"School enrollment, primary (% gross)",WDIEducationIndicator,230,28.930817610062892
"School enrollment, primary (gross), gender parity index (GPI)",WDIEducationIndicator,720,90.56603773584906
"School enrollment, primary and secondary (gross), gender parity index (GPI)",WDIEducationIndicator,738,92.83018867924528
"School enrollment, primary, female (% gross)",WDIEducationIndicator,233,29.30817610062893
"School enrollment, primary, male (% gross)",WDIEducationIndicator,233,29.30817610062893
"School enrollment, primary, private (% of total primary)",WDIEducationIndicator,355,44.65408805031446
"School enrollment, secondary (% gross)",WDIEducationIndicator,299,37.61006289308176
"School enrollment, secondary (gross), gender parity index (GPI)",WDIEducationIndicator,737,92.70440251572327
"School enrollment, secondary, female (% gross)",WDIEducationIndicator,307,38.61635220125786
"School enrollment, secondary, male (% gross)",WDIEducationIndicator,307,38.61635220125786
"School enrollment, secondary, private (% of total secondary)",WDIEducationIndicator,385,48.42767295597484
"School enrollment, tertiary (% gross)",WDIEducationIndicator,355,44.65408805031446
"School enrollment, tertiary (gross), gender parity index (GPI)",WDIEducationIndicator,364,45.78616352201258
"School enrollment, tertiary, female (% gross)",WDIEducationIndicator,364,45.78616352201258
"School enrollment, tertiary, male (% gross)",WDIEducationIndicator,364,45.78616352201258
"Secondary education, duration (years)",WDIEducationIndicator,30,3.7735849056603774
"Secondary education, pupils",WDIEducationIndicator,281,35.34591194968553
"Secondary education, teachers",WDIEducationIndicator,347,43.64779874213836
"Secondary education, teachers (% female)",WDIEducationIndicator,349,43.89937106918239
"Secondary education, teachers, female",WDIEducationIndicator,352,44.27672955974843
"Tertiary education, academic staff (% female)",WDIEducationIndicator,444,55.84905660377358
Trained teachers in lower secondary education (% of total teachers),WDIEducationIndicator,599,75.34591194968554
"Trained teachers in lower secondary education, female (% of female teachers)",WDIEducationIndicator,597,75.09433962264151
"Trained teachers in lower secondary education, male (% of male teachers)",WDIEducationIndicator,597,75.09433962264151
Trained teachers in preprimary education (% of total teachers),WDIEducationIndicator,519,65.28301886792453
"Trained teachers in preprimary education, female (% of female teachers)",WDIEducationIndicator,526,66.16352201257861
"Trained teachers in preprimary education, male (% of male teachers)",WDIEducationIndicator,544,68.42767295597484
Trained teachers in primary education (% of total teachers),WDIEducationIndicator,451,56.72955974842767
"Trained teachers in primary education, female (% of female teachers)",WDIEducationIndicator,464,58.36477987421384
"Trained teachers in primary education, male (% of male teachers)",WDIEducationIndicator,464,58.36477987421384
Trained teachers in secondary education (% of total teachers),WDIEducationIndicator,524,65.9119496855346
"Trained teachers in secondary education, female (% of female teachers)",WDIEducationIndicator,534,67.16981132075472
"Trained teachers in secondary education, male (% of male teachers)",WDIEducationIndicator,534,67.16981132075472
Trained teachers in upper secondary education (% of total teachers),WDIEducationIndicator,598,75.22012578616352
"Trained teachers in upper secondary education, female (% of female teachers)",WDIEducationIndicator,596,74.96855345911949
"Trained teachers in upper secondary education, male (% of male teachers)",WDIEducationIndicator,596,74.96855345911949
Access to clean fuels and technologies for cooking  (% of population),WDIEnvironmentIndicator,321,40.37735849056604
"Access to clean fuels and technologies for cooking, rural (% of rural population)",WDIEnvironmentIndicator,321,40.37735849056604
"Access to clean fuels and technologies for cooking, urban (% of urban population)",WDIEnvironmentIndicator,321,40.37735849056604
Access to electricity (% of population),WDIEnvironmentIndicator,269,33.83647798742138
"Access to electricity, rural (% of rural population)",WDIEnvironmentIndicator,286,35.9748427672956
"Access to electricity, urban (% of urban population)",WDIEnvironmentIndicator,273,34.33962264150943
Agricultural irrigated land (% of total agricultural land),WDIEnvironmentIndicator,754,94.84276729559748
Agricultural land (% of land area),WDIEnvironmentIndicator,284,35.72327044025157
Agricultural land (sq. km),WDIEnvironmentIndicator,537,67.54716981132076
"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",WDIEnvironmentIndicator,567,71.32075471698113
"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",WDIEnvironmentIndicator,567,71.32075471698113
"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",WDIEnvironmentIndicator,568,71.44654088050314
"Annual freshwater withdrawals, total (% of internal resources)",WDIEnvironmentIndicator,571,71.82389937106917
"Annual freshwater withdrawals, total (billion cubic meters)",WDIEnvironmentIndicator,567,71.32075471698113
Aquaculture production (metric tons),WDIEnvironmentIndicator,319,40.125786163522015
Arable land (% of land area),WDIEnvironmentIndicator,289,36.35220125786163
Arable land (hectares per person),WDIEnvironmentIndicator,540,67.9245283018868
Arable land (hectares),WDIEnvironmentIndicator,588,73.9622641509434
Average precipitation in depth (mm per year),WDIEnvironmentIndicator,613,77.10691823899371
Capture fisheries production (metric tons),WDIEnvironmentIndicator,283,35.59748427672956
Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),WDIEnvironmentIndicator,105,13.20754716981132
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),WDIEnvironmentIndicator,42,5.283018867924529
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),WDIEnvironmentIndicator,42,5.283018867924529
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),WDIEnvironmentIndicator,330,41.509433962264154
Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),WDIEnvironmentIndicator,72,9.056603773584905
Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),WDIEnvironmentIndicator,81,10.18867924528302
Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),WDIEnvironmentIndicator,72,9.056603773584905
Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),WDIEnvironmentIndicator,42,5.283018867924529
Carbon dioxide (CO2) emissions from Power Industry (Energy) (Mt CO2e),WDIEnvironmentIndicator,69,8.679245283018867
Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),WDIEnvironmentIndicator,69,8.679245283018867
Carbon dioxide (CO2) emissions from Waste (Mt CO2e),WDIEnvironmentIndicator,357,44.905660377358494
Carbon dioxide (CO2) net fluxes from LULUCF - Deforestation (Mt CO2e),WDIEnvironmentIndicator,792,99.62264150943396
Carbon dioxide (CO2) net fluxes from LULUCF - Forest Land (Mt CO2e),WDIEnvironmentIndicator,792,99.62264150943396
Carbon dioxide (CO2) net fluxes from LULUCF - Organic Soil (Mt CO2e),WDIEnvironmentIndicator,792,99.62264150943396
Carbon dioxide (CO2) net fluxes from LULUCF - Other Land (Mt CO2e),WDIEnvironmentIndicator,792,99.62264150943396
Carbon intensity of GDP (kg CO2e per 2021 PPP $),WDIEnvironmentIndicator,85,10.69182389937107
Carbon intensity of GDP (kg CO2e per constant 2021 US$ of GDP),WDIEnvironmentIndicator,74,9.30817610062893
Cereal production (metric tons),WDIEnvironmentIndicator,339,42.64150943396226
Cereal yield (kg per hectare),WDIEnvironmentIndicator,341,42.89308176100629
Coal rents (% of GDP),WDIEnvironmentIndicator,559,70.31446540880502
Crop production index (2014-2016 = 100),WDIEnvironmentIndicator,405,50.943396226415096
Energy intensity level of primary energy (MJ/$2017 PPP GDP),WDIEnvironmentIndicator,417,52.45283018867924
Fertilizer consumption (% of fertilizer production),WDIEnvironmentIndicator,555,69.81132075471697
Fertilizer consumption (kilograms per hectare of arable land),WDIEnvironmentIndicator,322,40.503144654088054
Fluorinated greenhouse gases (F-gases) emissions from Industrial Processes (Mt CO2e),WDIEnvironmentIndicator,189,23.77358490566038
Food production index (2014-2016 = 100),WDIEnvironmentIndicator,405,50.943396226415096
Forest area (% of land area),WDIEnvironmentIndicator,275,34.59119496855346
Forest area (sq. km),WDIEnvironmentIndicator,275,34.59119496855346
Forest rents (% of GDP),WDIEnvironmentIndicator,550,69.18238993710692
Land area (sq. km),WDIEnvironmentIndicator,273,34.33962264150943
Land under cereal production (hectares),WDIEnvironmentIndicator,339,42.64150943396226
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,WDIEnvironmentIndicator,617,77.61006289308176
Livestock production index (2014-2016 = 100),WDIEnvironmentIndicator,407,51.19496855345912
Marine protected areas (% of territorial waters),WDIEnvironmentIndicator,416,52.327044025157235
Methane (CH4) emissions (total) excluding LULUCF (% change from 1990),WDIEnvironmentIndicator,90,11.320754716981133
Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),WDIEnvironmentIndicator,42,5.283018867924529
Methane (CH4) emissions from Agriculture (Mt CO2e),WDIEnvironmentIndicator,48,6.037735849056604
Methane (CH4) emissions from Building (Energy) (Mt CO2e),WDIEnvironmentIndicator,60,7.547169811320755
Methane (CH4) emissions from Fugitive Emissions (Energy) (Mt CO2e),WDIEnvironmentIndicator,75,9.433962264150944
Methane (CH4) emissions from Industrial Combustion (Energy) (Mt CO2e),WDIEnvironmentIndicator,72,9.056603773584905
Methane (CH4) emissions from Industrial Processes (Mt CO2e),WDIEnvironmentIndicator,375,47.16981132075472
Methane (CH4) emissions from Power Industry (Energy) (Mt CO2e),WDIEnvironmentIndicator,69,8.679245283018867
Methane (CH4) emissions from Transport (Energy) (Mt CO2e),WDIEnvironmentIndicator,69,8.679245283018867
Methane (CH4) emissions from Waste (Mt CO2e),WDIEnvironmentIndicator,42,5.283018867924529
Mineral rents (% of GDP),WDIEnvironmentIndicator,550,69.18238993710692
Natural gas rents (% of GDP),WDIEnvironmentIndicator,557,70.062893081761
Nitrous oxide (N2O) emissions (total) excluding LULUCF (% change from 1990),WDIEnvironmentIndicator,99,12.452830188679245
Nitrous oxide (N2O) emissions (total) excluding LULUCF (Mt CO2e),WDIEnvironmentIndicator,42,5.283018867924529
Nitrous oxide (N2O) emissions from Agriculture (Mt CO2e),WDIEnvironmentIndicator,48,6.037735849056604
Nitrous oxide (N2O) emissions from Building (Energy) (Mt CO2e),WDIEnvironmentIndicator,60,7.547169811320755
Nitrous oxide (N2O) emissions from Fugitive Emissions (Energy) (Mt CO2e),WDIEnvironmentIndicator,90,11.320754716981133
Nitrous oxide (N2O) emissions from Industrial Combustion (Energy) (Mt CO2e),WDIEnvironmentIndicator,72,9.056603773584905
Nitrous oxide (N2O) emissions from Industrial Processes (Mt CO2e),WDIEnvironmentIndicator,48,6.037735849056604
Nitrous oxide (N2O) emissions from Power Industry (Energy) (Mt CO2e),WDIEnvironmentIndicator,69,8.679245283018867
Nitrous oxide (N2O) emissions from Transport (Energy) (Mt CO2e),WDIEnvironmentIndicator,69,8.679245283018867
Nitrous oxide (N2O) emissions from Waste (Mt CO2e),WDIEnvironmentIndicator,42,5.283018867924529
Oil rents (% of GDP),WDIEnvironmentIndicator,557,70.062893081761
Permanent cropland (% of land area),WDIEnvironmentIndicator,302,37.9874213836478
Population density (people per sq. km of land area),WDIEnvironmentIndicator,273,34.33962264150943
Population in largest city,WDIEnvironmentIndicator,336,42.26415094339623
Population in the largest city (% of urban population),WDIEnvironmentIndicator,204,25.660377358490567
Population in urban agglomerations of more than 1 million,WDIEnvironmentIndicator,432,54.339622641509436
Population in urban agglomerations of more than 1 million (% of total population),WDIEnvironmentIndicator,318,40.0
Renewable energy consumption (% of total final energy consumption),WDIEnvironmentIndicator,512,64.40251572327044
Renewable internal freshwater resources per capita (cubic meters),WDIEnvironmentIndicator,564,70.94339622641509
"Renewable internal freshwater resources, total (billion cubic meters)",WDIEnvironmentIndicator,565,71.0691823899371
Rural population,WDIEnvironmentIndicator,6,0.7547169811320755
Rural population (% of total population),WDIEnvironmentIndicator,6,0.7547169811320755
Rural population growth (annual %),WDIEnvironmentIndicator,37,4.654088050314465
Surface area (sq. km),WDIEnvironmentIndicator,273,34.33962264150943
Terrestrial and marine protected areas (% of total territorial area),WDIEnvironmentIndicator,322,40.503144654088054
Terrestrial protected areas (% of total land area),WDIEnvironmentIndicator,321,40.37735849056604
Total fisheries production (metric tons),WDIEnvironmentIndicator,319,40.125786163522015
