Feature,Dtype,# Count,# NaN,# Unique,# Dupes,Min,Max,% NaN,% Zero,Mean,Median,Std Dev,Kurtosis (3),Skew (0)
"Households and NPISHs Final consumption expenditure, PPP (constant 2021 international $)",float64,599,196,598,1,170132472.917,87057918888041.56,24.654,0.0,3548787018806.662,145900661732.135,10234446095890.525,24.024,4.467
"Households and NPISHs Final consumption expenditure, PPP (current international $)",float64,573,222,570,3,179230747.149,98677384069944.62,27.925,0.0,4156191770729.714,163570125360.485,11401760727769.537,21.918,4.233
Households and NPISHs final consumption expenditure (% of GDP),float64,622,173,620,2,19.497,140.38,21.761,0.0,62.283,61.863,16.639,1.13,0.46
Households and NPISHs final consumption expenditure per capita (constant 2015 US$),float64,591,204,586,5,195.462,47565.823,25.66,0.0,8293.774,3995.724,9790.181,2.719,1.741
Households and NPISHs final consumption expenditure: linked series (current LCU),float64,492,303,492,0,170640100.0,7.1941643e+16,38.113,0.0,430683133646933.8,899592285499.999,4176330199795482.5,211.391,13.883
"IBRD loans and IDA credits (DOD, current US$)",float64,387,408,384,2,4616000.0,437221160000.0,51.321,0.0,16096313395.349,1368207000.0,55203989441.105,33.59,5.561
ICT goods exports (% of total goods exports),float64,313,482,235,41,0.0,62.47,60.629,0.629,5.504,1.59,9.412,11.584,3.047
ICT goods imports (% total goods imports),float64,315,480,290,25,0.21,57.53,60.377,0.0,7.585,5.53,6.708,19.48,3.483
"ICT service exports (% of service exports, BoP)",float64,622,173,620,2,0.052,59.708,21.761,0.0,11.368,8.2,11.083,3.614,1.842
"ICT service exports (BoP, current US$)",float64,616,179,608,6,15183.563,1096303710482.381,22.516,0.0,38457802722.833,793225803.625,124731781595.256,26.901,4.825
IDA resource allocation index (1=low to 6=high),float64,343,452,209,80,1.6,4.117,56.855,0.0,3.147,3.175,0.458,1.512,-0.967
"IFC, private nonguaranteed (NFL, current US$)",float64,462,333,324,20,-372292952.0,4746207173.0,41.887,14.34,185326854.138,0.0,678211695.678,29.316,5.208
"IMF repurchases and charges (TDS, current US$)",float64,396,399,395,1,15670.2,46633804488.6,50.189,0.0,1172206838.995,26866099.3,5008956897.293,43.752,6.276
"Immunization, DPT (% of children ages 12-23 months)",float64,723,72,194,53,0.0,99.0,9.057,0.126,85.147,89.0,13.614,4.063,-1.691
"Immunization, HepB3 (% of one-year-old children)",float64,711,84,193,54,0.0,99.0,10.566,0.126,84.405,87.466,13.742,3.827,-1.649
"Immunization, measles (% of children ages 12-23 months)",float64,723,72,197,58,18.0,99.0,9.057,0.0,83.825,89.0,14.513,1.583,-1.335
Import unit value index (2015 = 100),float64,606,189,368,145,67.1,226.9,23.774,0.0,127.96,127.3,15.861,4.225,0.782
Import value index (2015 = 100),float64,202,593,202,0,10.162,460.724,74.591,0.0,129.165,127.217,44.236,16.103,2.329
Import volume index (2015 = 100),float64,202,593,202,0,8.548,370.441,74.591,0.0,108.483,108.088,37.071,13.039,2.072
Imports of goods and services (% of GDP),float64,651,144,645,6,1.128,198.445,18.113,0.0,47.313,39.314,28.12,6.175,2.0
"Imports of goods and services (BoP, current US$)",float64,652,143,650,2,57387705.103,30800242733416.902,17.987,0.0,1102434697660.878,46655864469.541,3435519853202.253,30.112,5.042
Imports of goods and services (annual % growth),float64,586,209,580,6,-25.487,122.0,26.289,0.0,9.033,8.543,12.928,13.063,1.962
Imports of goods and services (constant 2015 US$),float64,583,212,577,6,159824100.0,26150068419457.43,26.667,0.0,785220039903.231,38913166959.481,2897835330900.188,38.61,5.916
Imports of goods and services (constant LCU),float64,479,316,479,0,159824100.0,5536661155058650.0,39.748,0.0,69967879117496.17,471582000000.0,481154034415234.9,100.317,9.625
Imports of goods and services (current LCU),float64,517,278,517,0,174360700.0,4.0021046e+16,34.969,0.0,244142726060566.16,592875000000.0,2285611551076157.5,211.536,13.721
Imports of goods and services (current US$),float64,649,146,643,6,140312224.553,30779409611702.76,18.365,0.0,1110628249961.469,45415029493.732,3443784661186.525,29.9,5.021
"Imports of goods, services and primary income (BoP, current US$)",float64,652,143,649,3,57689478.305,37379726710822.56,17.987,0.0,1320544824961.408,51391157039.769,4184680982319.68,30.991,5.141
"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",float64,293,502,125,48,0.01,9.81,63.145,0.0,0.65,0.18,1.313,16.712,3.841
"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",float64,295,500,139,47,0.01,9.64,62.893,0.0,0.672,0.23,1.3,15.578,3.724
"Incidence of HIV, all (per 1,000 uninfected population)",float64,307,488,127,40,0.01,5.13,61.384,0.0,0.396,0.14,0.737,13.609,3.539
"Incidence of malaria (per 1,000 population at risk)",float64,258,537,210,12,0.0,383.451,67.547,4.78,87.404,11.819,113.709,-0.381,1.021
"Incidence of tuberculosis (per 100,000 people)",float64,684,111,301,149,0.0,692.0,13.962,0.881,100.957,45.0,134.622,3.475,1.917
Income share held by fourth 20%,float64,103,692,37,23,18.8,24.0,87.044,0.0,22.004,22.1,0.993,1.26,-0.821
Income share held by highest 10%,float64,103,692,79,18,19.1,43.7,87.044,0.0,28.375,27.8,5.159,0.66,0.889
Income share held by highest 20%,float64,103,692,82,19,33.3,59.8,87.044,0.0,43.751,43.0,5.757,0.259,0.734
Income share held by lowest 10%,float64,103,692,31,27,1.0,4.4,87.044,0.0,2.695,2.7,0.828,-0.691,-0.012
Income share held by lowest 20%,float64,103,692,55,29,3.1,10.2,87.044,0.0,6.915,7.1,1.729,-0.603,-0.176
Income share held by second 20%,float64,103,692,58,25,7.0,15.2,87.044,0.0,11.509,11.7,1.853,-0.232,-0.44
Income share held by third 20%,float64,103,692,48,29,11.3,19.0,87.044,0.0,15.825,15.9,1.625,0.277,-0.744
Individuals using the Internet (% of population),float64,556,239,524,18,9.642,100.0,30.063,0.0,70.179,77.911,24.14,-0.532,-0.832
"Individuals using the Internet, female (% of female population)",float64,254,541,239,5,13.707,100.0,68.05,0.0,79.193,84.828,19.71,2.315,-1.708
"Individuals using the Internet, male (% of male population)",float64,254,541,241,5,19.497,100.0,68.05,0.0,81.602,86.401,16.908,2.505,-1.687
"Industrial design applications, nonresident, by count",float64,106,689,98,5,1.0,273400.0,86.667,0.0,4616.283,305.5,27083.185,94.817,9.54
"Industrial design applications, resident, by count",float64,112,683,101,9,1.0,1241800.0,85.912,0.0,21561.384,190.5,138203.903,63.602,7.862
"Industry (including construction), value added (% of GDP)",float64,693,102,691,2,2.391,77.34,12.83,0.0,26.888,25.685,11.938,1.675,0.892
"Industry (including construction), value added (annual % growth)",float64,681,114,675,6,-56.967,98.527,14.34,0.126,3.482,3.336,8.455,31.902,1.615
"Industry (including construction), value added (constant 2015 US$)",float64,678,117,671,7,16041920.123,25003816600246.188,14.717,0.0,810274210442.769,19147400911.617,2742438865909.085,29.664,4.968
"Industry (including construction), value added (constant LCU)",float64,548,247,547,1,9066700.0,5320683000000000.0,31.069,0.0,72944134983450.12,152736544350.0,518006264534509.7,73.868,8.509
"Industry (including construction), value added (current LCU)",float64,560,235,560,0,19589200.0,5.1842958e+16,29.56,0.0,287765116467620.9,203069500000.0,3061023811144519.5,210.798,14.063
"Industry (including construction), value added (current US$)",float64,691,104,688,3,19153934.152,27731899763023.88,13.082,0.0,885694812009.772,22098478757.277,2982444946346.468,31.894,5.108
"Industry (including construction), value added per worker (constant 2015 US$)",float64,638,157,632,6,834.408,468437.382,19.748,0.0,34663.805,19013.46,49197.896,22.648,3.944
"Inflation, GDP deflator (annual %)",float64,752,43,674,67,-20.833,921.536,5.409,0.0,11.542,5.74,41.757,314.266,15.787
"Inflation, GDP deflator: linked series (annual %)",float64,608,187,608,0,-20.833,921.536,23.522,0.0,12.72,5.692,46.333,254.968,14.23
"Inflation, consumer prices (annual %)",float64,654,141,573,71,-6.687,359.093,17.736,0.0,9.312,5.683,21.116,141.553,10.5
Informal payments to public officials (% of firms),float64,103,692,96,6,0.1,51.0,87.044,0.0,14.936,11.6,11.981,-0.243,0.712
Insurance and financial services (% of commercial service exports),float64,604,191,599,4,0.003,72.798,24.025,0.0,7.14,4.045,9.522,15.954,3.47
Insurance and financial services (% of commercial service imports),float64,642,153,637,5,0.011,47.81,19.245,0.0,8.079,6.934,6.139,11.2,2.647
"Insurance and financial services (% of service exports, BoP)",float64,604,191,599,5,0.002,67.813,24.025,0.0,6.735,3.575,9.256,16.001,3.519
"Insurance and financial services (% of service imports, BoP)",float64,642,153,640,2,0.01,47.786,19.245,0.0,7.9,6.725,6.071,11.714,2.7
"Intentional homicides (per 100,000 people)",float64,115,680,115,0,0.068,52.127,85.535,0.0,7.633,2.7,10.495,3.88,2.016
"Intentional homicides, female (per 100,000 female)",float64,100,695,98,2,0.0,10.265,87.421,0.252,2.02,1.039,2.216,2.98,1.807
"Intentional homicides, male (per 100,000 male)",float64,98,697,97,1,0.0,95.584,87.673,0.252,12.429,3.496,19.213,4.502,2.171
Interest payments (% of expense),float64,303,492,262,30,0.133,49.441,61.887,0.0,7.84,6.146,6.836,7.22,2.083
Interest payments (% of revenue),float64,302,493,259,34,0.12,79.874,62.013,0.0,8.696,6.282,9.82,22.676,3.94
Interest payments (current LCU),float64,240,555,240,0,2244856.22,386194648834426.0,69.811,0.0,4133408321483.952,28199500000.0,33562209029621.188,112.942,10.546
"Interest rate spread (lending rate minus deposit rate, %)",float64,341,454,297,36,-0.018,107.473,57.107,0.0,7.024,5.534,8.893,79.178,7.936
"Internally displaced persons, new displacement associated with conflict and violence (number of cases)",float64,188,607,158,24,5.0,27496760.0,76.352,0.0,2339622.048,168500.0,4654921.319,5.784,2.357
"Internally displaced persons, new displacement associated with disasters (number of cases)",float64,553,242,393,93,1.0,32541018.0,30.44,0.0,1744587.342,17000.0,4737917.136,16.526,3.866
"Internally displaced persons, total displaced by conflict and violence (number of people)",float64,248,547,195,33,50.0,58031100.0,68.805,0.0,6155670.484,439500.0,11980977.639,4.791,2.373
Investment in ICT with private participation (current US$),float64,56,739,37,10,4920000.0,8249190000.0,92.956,0.0,937046428.571,298410000.0,1627097252.793,9.057,2.854
Investment in energy with private participation (current US$),float64,171,624,153,13,1000000.0,62402220000.0,78.491,0.0,5221360994.152,416180000.0,12155995926.146,11.151,3.328
Investment in transport with private participation (current US$),float64,84,711,77,6,4500000.0,57751180000.0,89.434,0.0,6921177738.095,1060000000.0,12515435356.68,6.222,2.516
Investment in water and sanitation with private participation (current US$),float64,33,762,29,4,0.0,5048270000.0,95.849,0.126,1267541818.182,348890000.0,1590243822.709,0.264,1.288
Labor Force Survey (Availability score over 10 years),float64,588,207,4,4,0.0,1.0,26.038,11.698,0.732,1.0,0.387,-0.677,-0.999
Labor force participation rate by sex and age (%),float64,651,144,3,3,0.0,1.0,18.113,19.497,0.692,1.0,0.422,-1.097,-0.822
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",float64,701,94,692,8,4.326,83.0,11.824,0.0,35.561,34.015,15.298,0.211,0.448
"Labor force participation rate for ages 15-24, female (%) (national estimate)",float64,373,422,369,4,6.809,97.935,53.082,0.0,36.63,34.448,15.519,0.51,0.646
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",float64,701,94,692,9,15.973,83.7,11.824,0.0,46.246,45.295,12.585,-0.299,0.232
"Labor force participation rate for ages 15-24, male (%) (national estimate)",float64,373,422,371,2,12.02,95.97,53.082,0.0,46.722,44.804,12.97,-0.009,0.465
"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",float64,701,94,692,8,13.456,83.356,11.824,0.0,41.064,40.044,12.933,0.039,0.524
"Labor force participation rate for ages 15-24, total (%) (national estimate)",float64,373,422,369,4,10.742,96.926,53.082,0.0,41.82,39.235,13.335,0.445,0.719
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",float64,701,94,688,13,4.939,82.583,11.824,0.0,50.323,52.392,14.691,0.837,-0.763
"Labor force participation rate, female (% of female population ages 15+) (national estimate)",float64,383,412,378,5,10.767,98.651,51.824,0.0,51.639,53.386,12.941,1.584,-0.874
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",float64,701,94,692,8,5.132,86.722,11.824,0.0,56.783,59.209,17.038,0.446,-0.898
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",float64,701,94,692,9,23.592,95.599,11.824,0.0,70.211,70.395,8.771,3.145,-0.762
"Labor force participation rate, male (% of male population ages 15+) (national estimate)",float64,383,412,374,9,41.376,96.752,51.824,0.0,70.518,70.178,7.482,1.246,0.13
"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",float64,701,94,690,10,23.662,96.268,11.824,0.0,75.846,77.844,8.849,5.458,-1.67
"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",float64,701,94,687,12,23.21,87.575,11.824,0.0,60.351,61.484,10.26,0.851,-0.412
"Labor force participation rate, total (% of total population ages 15+) (national estimate)",float64,383,412,376,7,34.035,97.663,51.824,0.0,61.04,61.535,8.638,1.547,-0.093
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",float64,701,94,690,10,23.18,88.77,11.824,0.0,66.534,68.093,11.519,0.741,-0.862
Labor force with advanced education (% of total working-age population with advanced education),float64,354,441,348,6,32.465,98.774,55.472,0.0,77.02,77.924,7.271,7.434,-1.776
"Labor force with advanced education, female (% of female working-age population with advanced education)",float64,354,441,346,8,24.827,99.029,55.472,0.0,72.402,75.475,11.438,3.695,-1.814
"Labor force with advanced education, male (% of male working-age population with advanced education)",float64,354,441,347,7,38.836,98.32,55.472,0.0,81.446,81.953,6.424,7.206,-1.453
Labor force with basic education (% of total working-age population with basic education),float64,359,436,356,3,13.09,95.628,54.843,0.0,47.456,46.356,15.659,-0.091,0.242
"Labor force with basic education, female (% of female working-age population with basic education)",float64,359,436,354,5,4.226,96.332,54.843,0.0,35.943,34.393,16.61,0.415,0.639
"Labor force with basic education, male (% of male working-age population with basic education)",float64,359,436,355,4,17.819,95.52,54.843,0.0,58.348,58.629,16.21,-0.596,-0.181
Labor force with intermediate education (% of total working-age population with intermediate education),float64,357,438,353,4,24.966,97.488,55.094,0.0,63.547,64.16,9.363,1.79,-0.676
"Labor force with intermediate education, female (% of female working-age population with intermediate education)",float64,357,438,354,3,8.176,98.659,55.094,0.0,53.401,55.844,14.099,2.043,-1.177
"Labor force with intermediate education, male (% of male working-age population with intermediate education)",float64,357,438,350,7,31.17,96.561,55.094,0.0,72.557,72.203,8.013,2.174,-0.463
"Labor force, female (% of total labor force)",float64,701,94,691,7,6.846,54.671,11.824,0.0,41.341,44.269,8.988,2.404,-1.697
"Labor force, total",float64,701,94,691,7,31244.0,3650968792.0,11.824,0.0,163509771.417,6035371.0,479335173.301,23.73,4.599
Land area (sq. km),float64,522,273,306,206,2.084,129783069.277,34.34,0.0,5037070.198,200520.0,14483642.501,30.549,4.95
Land under cereal production (hectares),float64,456,339,441,11,0.0,739665648.0,42.642,0.503,34129234.029,1275416.5,93937667.664,24.895,4.61
Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),float64,55,740,55,0,2.331,82.017,93.082,0.0,19.505,10.25,19.612,2.22,1.661
Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),float64,42,753,42,0,2.103,77.419,94.717,0.0,17.668,8.266,19.702,2.645,1.79
Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),float64,42,753,42,0,2.452,86.64,94.717,0.0,22.321,10.977,22.055,1.489,1.505
Legislation Indicator based on PARIS21 indicators on SDG 17.18.2,float64,530,265,2,2,0.0,1.0,33.333,11.572,0.826,1.0,0.379,0.992,-1.729
Lending interest rate (%),float64,297,498,285,8,2.026,170.294,62.642,0.0,11.851,8.438,14.843,60.94,6.903
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,float64,178,617,178,0,0.027,3850.5,77.61,0.0,69.148,11.098,323.195,109.464,9.883
"Life expectancy at birth, female (years)",float64,515,280,481,22,53.07,87.98,35.22,0.0,74.466,75.666,7.652,-0.56,-0.474
"Life expectancy at birth, male (years)",float64,515,280,476,27,50.319,83.24,35.22,0.0,69.2,69.589,7.403,-0.63,-0.204
"Life expectancy at birth, total (years)",float64,515,280,509,6,52.525,85.533,35.22,0.0,71.765,72.381,7.471,-0.609,-0.342
Liner shipping connectivity index (maximum value in 2004 = 100),float64,165,630,163,2,1.128,171.177,79.245,0.0,27.617,14.334,28.725,3.703,1.742
"Listed domestic companies, total",float64,200,595,167,25,5.0,51337.0,74.843,0.0,3917.675,380.0,8348.701,9.53,2.902
"Literacy rate, adult female (% of females ages 15 and above)",float64,234,561,212,13,18.87,100.0,70.566,0.0,79.001,83.639,18.897,0.08,-0.848
"Literacy rate, adult male (% of males ages 15 and above)",float64,228,567,200,12,35.78,100.0,71.321,0.0,86.47,89.018,12.624,1.564,-1.173
"Literacy rate, adult total (% of people ages 15 and above)",float64,229,566,203,16,27.28,100.0,71.195,0.0,82.774,86.652,15.588,0.564,-0.956
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",float64,254,541,200,20,0.537,1.189,68.05,0.0,0.976,1.0,0.062,13.977,-2.547
"Literacy rate, youth female (% of females ages 15-24)",float64,254,541,221,15,30.64,100.0,68.05,0.0,90.002,96.51,12.964,3.119,-1.715
"Literacy rate, youth male (% of males ages 15-24)",float64,254,541,221,15,41.39,100.0,68.05,0.0,91.945,95.928,9.597,3.593,-1.663
"Literacy rate, youth total (% of people ages 15-24)",float64,254,541,221,15,36.07,100.0,68.05,0.0,90.976,95.85,11.114,2.955,-1.624
Livestock production index (2014-2016 = 100),float64,388,407,375,12,35.48,191.65,51.195,0.0,110.882,106.485,22.142,3.039,1.123
Logistics performance index: Ability to track and trace consignments (1=low to 5=high),float64,186,609,69,27,1.6,4.4,76.604,0.0,2.994,2.9,0.626,-0.733,0.379
Logistics performance index: Competence and quality of logistics services (1=low to 5=high),float64,186,609,70,25,1.8,4.4,76.604,0.0,2.978,2.8,0.599,-0.721,0.504
Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),float64,186,609,62,23,1.7,4.1,76.604,0.0,2.885,2.8,0.48,-0.491,0.253
Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),float64,186,609,71,28,1.5,4.2,76.604,0.0,2.752,2.6,0.581,-0.44,0.566
Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),float64,186,609,66,24,2.1,4.3,76.604,0.0,3.199,3.1,0.52,-0.692,0.245
Logistics performance index: Overall (1=low to 5=high),float64,186,609,65,26,1.9,4.3,76.604,0.0,2.95,2.8,0.554,-0.715,0.525
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),float64,186,609,72,30,1.7,4.6,76.604,0.0,2.862,2.664,0.671,-0.661,0.625
Losses due to theft and vandalism (% of annual sales of affected firms),float64,60,735,53,5,0.5,61.9,92.453,0.0,7.057,6.012,8.144,35.608,5.379
"Lower secondary completion rate, female (% of relevant age group)",float64,443,352,439,4,14.058,174.762,44.277,0.0,82.797,89.859,22.51,1.095,-0.681
"Lower secondary completion rate, male (% of relevant age group)",float64,441,354,437,4,15.371,167.416,44.528,0.0,80.456,87.407,22.856,0.679,-0.564
"Lower secondary completion rate, total (% of relevant age group)",float64,443,352,439,4,14.988,170.983,44.277,0.0,81.649,88.604,22.388,0.905,-0.666
Lower secondary school starting age (years),float64,626,169,5,5,10.0,14.0,21.258,0.0,11.78,12.0,0.848,0.264,-0.195
Machinery and transport equipment (% of value added in manufacturing),float64,88,707,88,0,0.0,52.835,88.931,0.126,13.97,13.902,10.186,1.396,0.901
Male primary school age children out-of-school (%),float64,42,753,42,0,0.0,20.534,94.717,0.126,3.663,1.954,4.98,4.853,2.299
Male pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,float64,42,753,42,0,2.339,85.201,94.717,0.0,19.851,8.101,21.843,1.514,1.541
Manufactures exports (% of merchandise exports),float64,575,220,569,6,0.031,96.394,27.673,0.0,44.098,44.084,28.911,-1.443,0.029
Manufactures imports (% of merchandise imports),float64,577,218,570,7,19.834,88.212,27.421,0.0,62.658,62.926,10.124,1.007,-0.555
"Manufacturing, value added (% of GDP)",float64,651,144,649,2,0.347,47.518,18.113,0.0,12.714,12.446,7.04,1.963,0.804
"Manufacturing, value added (annual % growth)",float64,606,189,605,1,-66.34,41.938,23.774,0.0,3.487,3.579,8.114,12.392,-1.263
"Manufacturing, value added (constant 2015 US$)",float64,600,195,598,2,2029710.351,7978006153716.27,24.528,0.0,183289654428.789,8473145398.37,730306959321.92,76.952,8.169
"Manufacturing, value added (constant LCU)",float64,503,292,503,0,1383100.0,2507799800000000.0,36.73,0.0,41614297884245.19,82304000000.0,274243855956842.56,59.807,7.665
"Manufacturing, value added (current LCU)",float64,518,277,518,0,1986100.0,2.7765832e+16,34.843,0.0,163929002174681.62,116712000000.0,1673874296411122.0,197.103,13.575
"Manufacturing, value added (current US$)",float64,649,146,648,1,1986100.0,16176902732844.334,18.365,0.0,565709051032.399,11273602080.624,1884223490477.572,26.315,4.715
Marine protected areas (% of territorial waters),float64,379,416,359,8,0.0,100.0,52.327,1.761,9.145,1.852,16.932,14.344,3.475
Market capitalization of listed domestic companies (% of GDP),float64,206,589,200,6,0.213,1472.86,74.088,0.0,81.678,48.802,145.09,62.622,7.223
Market capitalization of listed domestic companies (current US$),float64,206,589,200,6,29520000.0,111159259040000.0,74.088,0.0,6848902795861.559,275661270000.0,17420080497426.59,13.913,3.611
Medium and high-tech exports (% manufactured exports),float64,305,490,278,27,0.037,88.115,61.635,0.0,33.15,31.111,23.166,-1.055,0.295
Medium and high-tech manufacturing value added (% manufacturing value added),float64,305,490,251,54,0.26,92.579,61.635,0.0,24.289,21.519,17.608,0.964,0.932
Merchandise exports (current US$),float64,757,38,720,34,0.0,25015427535268.43,4.78,0.377,786672627146.498,16597000000.0,2609779800621.338,32.306,5.171
Merchandise imports (current US$),float64,757,38,744,13,25000000.0,25739930904165.957,4.78,0.0,792508397174.953,19495000000.0,2651990520461.948,34.634,5.385
Merchandise trade (% of GDP),float64,740,55,734,6,11.257,374.643,6.918,0.0,65.378,54.182,40.367,11.838,2.685
Methane (CH4) emissions (total) excluding LULUCF (% change from 1990),float64,705,90,688,11,-77.439,4076.574,11.321,0.0,66.441,33.146,251.094,185.053,12.733
Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),float64,753,42,726,19,0.001,10001.076,5.283,0.0,410.628,16.123,1224.917,26.871,4.857
Methane (CH4) emissions from Agriculture (Mt CO2e),float64,747,48,694,33,0.0,4610.573,6.038,1.509,198.212,6.819,588.761,26.198,4.787
Methane (CH4) emissions from Building (Energy) (Mt CO2e),float64,735,60,565,89,0.0,279.331,7.547,1.887,13.366,0.418,38.207,21.565,4.313
Methane (CH4) emissions from Fugitive Emissions (Energy) (Mt CO2e),float64,720,75,606,57,0.0,3197.197,9.434,2.642,126.705,2.432,384.976,24.415,4.626
Methane (CH4) emissions from Industrial Combustion (Energy) (Mt CO2e),float64,723,72,418,92,0.0,19.573,9.057,4.151,0.792,0.012,2.542,23.737,4.641
Methane (CH4) emissions from Industrial Processes (Mt CO2e),float64,420,375,281,45,0.0,15.001,47.17,6.792,1.049,0.039,2.746,8.724,3.09
Methane (CH4) emissions from Power Industry (Energy) (Mt CO2e),float64,726,69,420,82,0.0,15.859,8.679,3.019,0.587,0.016,1.851,24.606,4.566
Methane (CH4) emissions from Transport (Energy) (Mt CO2e),float64,726,69,506,114,0.0,30.963,8.679,0.0,1.147,0.028,3.571,27.404,4.871
Methane (CH4) emissions from Waste (Mt CO2e),float64,753,42,716,26,0.001,1833.705,5.283,0.0,76.78,3.171,233.476,24.869,4.734
Military expenditure (% of GDP),float64,586,209,575,11,0.054,36.653,26.289,0.0,2.0,1.571,2.166,136.488,9.657
Military expenditure (% of general government expenditure),float64,565,230,554,11,0.475,58.171,28.931,0.0,6.736,5.013,5.814,22.3,3.701
Military expenditure (current LCU),float64,461,334,453,1,0.0,1.0941524e+22,42.013,1.132,3.135933914511593e+19,37337400000.0,5.2947817359931494e+20,396.459,19.521
Military expenditure (current USD),float64,595,200,576,12,0.0,2386619599479.648,25.157,1.132,86426691751.398,2799190985.043,275256745605.977,27.757,4.911
Mineral rents (% of GDP),float64,245,550,137,2,0.0,28.813,69.182,13.585,1.736,0.035,4.171,19.923,4.114
Mobile cellular subscriptions,float64,646,149,564,68,9000.0,8891100000.0,18.742,0.0,368989309.842,13900000.0,1116836202.123,26.377,4.839
Mobile cellular subscriptions (per 100 people),float64,483,312,475,6,19.446,319.426,39.245,0.0,110.615,111.6,34.111,4.293,0.745
Monetary Sector credit to private sector (% GDP),float64,583,212,581,2,0.003,286.557,26.667,0.0,55.403,46.422,43.665,3.709,1.654
"Mortality rate, adult, female (per 1,000 female adults)",float64,457,338,453,4,21.661,432.957,42.516,0.0,138.624,117.038,83.01,0.234,0.882
"Mortality rate, adult, male (per 1,000 male adults)",float64,457,338,454,3,42.594,561.016,42.516,0.0,213.023,202.245,100.354,0.326,0.571
"Mortality rate, infant (per 1,000 live births)",float64,488,307,326,103,1.3,78.1,38.616,0.0,20.627,14.15,17.824,0.209,1.033
"Mortality rate, infant, female (per 1,000 live births)",float64,488,307,313,100,1.2,71.6,38.616,0.0,18.575,12.65,16.06,0.275,1.05
"Mortality rate, infant, male (per 1,000 live births)",float64,488,307,342,91,1.4,84.4,38.616,0.0,22.566,15.472,19.509,0.161,1.022
"Mortality rate, neonatal (per 1,000 live births)",float64,488,307,286,99,0.7,39.7,38.616,0.0,12.569,9.45,9.935,-0.572,0.733
"Mortality rate, under-5 (per 1,000 live births)",float64,488,307,346,82,1.5,119.3,38.616,0.0,27.109,16.266,26.201,1.111,1.335
"Mortality rate, under-5, female (per 1,000 live births)",float64,488,307,353,87,1.3,115.9,38.616,0.0,24.843,14.7,24.386,1.388,1.4
"Mortality rate, under-5, male (per 1,000 live births)",float64,488,307,352,89,1.6,122.7,38.616,0.0,29.263,17.75,27.948,0.906,1.285
Multidimensional poverty headcount ratio (UNDP) (% of population),float64,7,788,7,0,1.5,68.4,99.119,0.0,18.843,6.6,24.574,2.685,1.718
Multidimensional poverty headcount ratio (World Bank) (% of population),float64,98,697,53,23,0.0,80.9,87.673,0.377,8.542,1.75,17.029,6.878,2.695
Multilateral debt service (% of public and publicly guaranteed debt service),float64,393,402,384,1,2.106,100.0,50.566,0.0,41.682,36.435,25.865,-0.592,0.577
"Multilateral debt service (TDS, current US$)",float64,396,399,394,1,0.0,85393299529.7,50.189,0.377,2639100238.774,200652387.85,9455806649.554,40.304,6.003
NADA metadata,float64,573,222,2,2,0.0,1.0,27.925,9.434,0.869,1.0,0.338,2.826,-2.194
National Accounts base year,float64,651,144,3,3,0.0,1.0,18.113,28.553,0.494,0.5,0.414,-1.542,0.023
Natural gas rents (% of GDP),float64,238,557,140,4,0.0,29.379,70.063,12.075,0.916,0.014,2.745,52.476,6.217
Net ODA provided to the least developed countries (% of GNI),float64,62,733,62,0,0.001,0.369,92.201,0.0,0.063,0.049,0.071,9.06,2.68
"Net ODA provided, to the least developed countries (current US$)",float64,62,733,62,0,490000.0,12280050000.0,92.201,0.0,1032695967.742,275960000.0,2244693517.729,17.661,4.043
"Net ODA provided, total (constant 2021 US$)",float64,62,733,62,0,60230000.0,56430328449.0,92.201,0.0,6538068832.258,2850567126.5,11293668611.035,8.73,2.891
"Net ODA provided, total (current US$)",float64,62,733,62,0,60230000.0,60328680000.0,92.201,0.0,6424261774.194,2725890000.0,11388310719.952,10.469,3.105
Net ODA received (% of GNI),float64,323,472,322,1,-8.188,79.854,59.371,0.252,5.462,2.234,9.548,21.387,3.977
