Feature,Dtype,# Count,# NaN,# Unique,# Dupes,Min,Max,% NaN,% Zero,Mean,Median,Std Dev,Kurtosis (3),Skew (0)
Gross national expenditure (current US$),float64,178,77,178,0,386176500.0,28518050000000.0,30.196,0.0,1073414082317.755,263319334567.626,3516965972847.228,47.415,6.716
Gross national expenditure deflator (base year varies by country),float64,159,96,156,1,98.258,273.734,37.647,0.0,121.544,117.021,22.689,19.201,3.69
Gross savings (% of GDP),float64,162,93,162,0,-11.094,57.447,36.471,0.0,25.45,24.592,10.407,1.489,0.072
Gross savings (% of GNI),float64,162,93,162,0,-11.58,59.525,36.471,0.0,26.264,25.238,10.861,1.517,0.204
Gross savings (current LCU),float64,162,93,162,0,-2791768341.054,764502655521470.0,36.471,0.0,19512946460466.914,250310608122.233,104113585575241.5,45.175,6.697
Gross savings (current US$),float64,162,93,162,0,-164993028.942,4841900000000.0,36.471,0.0,268837218915.482,65706574933.919,659669776375.155,34.456,5.565
Gross value added at basic prices (GVA) (constant 2015 US$),float64,181,74,181,0,192980942.385,4582256719120.881,29.02,0.0,488780945211.078,133823297400.873,832307035799.471,7.444,2.624
Gross value added at basic prices (GVA) (constant LCU),float64,184,71,184,0,201343468.75,1845254900000000.0,27.843,0.0,41163902194581.42,280199957500.0,236234926109794.34,50.198,7.038
Gross value added at basic prices (GVA) (current LCU),float64,197,58,197,0,209950734.375,2048746900000000.0,22.745,0.0,43242662938921.89,211027884000.0,249202759238691.9,54.288,7.298
Gross value added at basic prices (GVA) (current US$),float64,197,58,197,0,209950734.375,22485863476000.0,22.745,0.0,624192196605.158,113700130039.012,1798833094087.576,112.258,9.521
Health/Demographic survey (Availability score over 10 years),float64,189,66,4,4,0.0,1.0,25.882,16.471,0.557,0.67,0.353,-1.024,-0.453
High-technology exports (% of manufactured exports),float64,181,74,175,1,0.0,72.637,29.02,2.745,15.99,12.996,14.074,4.32,1.799
High-technology exports (current US$),float64,181,74,175,1,0.0,431668056504.0,29.02,2.745,35088455524.215,3183641981.0,72366982170.397,11.087,3.128
"Hospital beds (per 1,000 people)",float64,21,234,21,0,1.61,12.75,91.765,0.0,3.834,2.68,2.547,7.072,2.438
"Household Survey on income, etc  (Availability score over 10 years)",float64,180,75,4,4,0.0,1.0,29.412,3.529,0.839,1.0,0.303,1.191,-1.622
Household and NPISHs Final consumption expenditure (annual % growth),float64,172,83,172,0,-7.948,22.405,32.549,0.0,4.512,4.251,4.908,2.188,0.663
Household and NPISHs Final consumption expenditure (constant LCU),float64,172,83,172,0,176900000.0,934306600000000.0,32.549,0.0,23633612779516.504,182034245000.0,124027622317757.67,45.049,6.643
Household and NPISHs Final consumption expenditure (current LCU),float64,181,74,181,0,198778600.0,1094181400000000.0,29.02,0.0,25720193280500.29,167279713896.355,136576085958927.16,48.476,6.869
Household and NPISHs Final consumption expenditure (current US$),float64,181,74,181,0,198778600.0,18822769000000.0,29.02,0.0,604611751721.585,130718143461.903,2271309353799.088,51.621,7.087
Household final consumption expenditure per capita growth (annual %),float64,172,83,172,0,-12.377,22.907,32.549,0.0,3.851,3.624,5.131,2.075,0.535
Households and NPISHs Final consumption expenditure (constant 2015 US$),float64,172,83,172,0,186007938.532,15199783010246.2,32.549,0.0,557955313631.692,130922326932.387,1967608280536.151,47.065,6.76
"Households and NPISHs Final consumption expenditure, PPP (constant 2021 international $)",float64,175,80,175,0,207686536.732,17023278343415.81,31.373,0.0,683295525228.077,157352909705.652,2203038345548.096,45.526,6.586
"Households and NPISHs Final consumption expenditure, PPP (current international $)",float64,164,91,164,0,215300333.603,18822768999999.9,35.686,0.0,742903371281.474,170909898522.694,2396789370489.363,44.259,6.514
Households and NPISHs final consumption expenditure (% of GDP),float64,181,74,181,0,19.497,84.815,29.02,0.0,51.905,51.656,12.949,-0.02,-0.081
Households and NPISHs final consumption expenditure per capita (constant 2015 US$),float64,172,83,172,0,5457.349,47565.823,32.549,0.0,19026.734,18528.179,9744.625,0.573,0.942
Households and NPISHs final consumption expenditure: linked series (current LCU),float64,179,76,179,0,198778600.0,1094181400000000.0,29.804,0.0,26002475328327.094,166156820000.0,137314820724012.84,47.904,6.829
"IBRD loans and IDA credits (DOD, current US$)",float64,3,252,3,0,92417000.0,172444000.0,98.824,0.0,127439333.333,117457000.0,40936724.543,.,1.032
ICT goods exports (% of total goods exports),float64,109,146,102,7,0.0,62.47,57.255,0.784,7.118,3.2,11.026,11.082,3.071
ICT goods imports (% total goods imports),float64,111,144,109,2,0.96,57.53,56.471,0.0,8.477,6.73,8.208,22.447,4.318
"ICT service exports (% of service exports, BoP)",float64,181,74,181,0,0.079,59.708,29.02,0.0,11.887,8.493,12.107,4.945,2.151
"ICT service exports (BoP, current US$)",float64,181,74,181,0,164000.0,246946257949.176,29.02,0.0,12526615030.889,2972526273.323,31080598967.657,37.902,5.791
IDA resource allocation index (1=low to 6=high),float64,3,252,2,1,3.267,3.292,98.824,0.0,3.275,3.267,0.014,.,1.732
"IFC, private nonguaranteed (NFL, current US$)",float64,3,252,1,1,0.0,0.0,98.824,1.176,0.0,0.0,0.0,.,0
"IMF repurchases and charges (TDS, current US$)",float64,3,252,3,0,198014.6,13331152.3,98.824,0.0,6044252.467,4603590.5,6684044.931,.,0.925
"Immunization, DPT (% of children ages 12-23 months)",float64,186,69,19,16,66.0,99.0,27.059,0.0,94.317,95.0,4.65,7.233,-1.964
"Immunization, HepB3 (% of one-year-old children)",float64,174,81,23,18,66.0,99.0,31.765,0.0,93.155,95.0,5.499,3.778,-1.664
"Immunization, measles (% of children ages 12-23 months)",float64,186,69,21,17,77.0,99.0,27.059,0.0,93.688,95.0,4.595,1.489,-1.186
Import unit value index (2015 = 100),float64,228,27,188,30,84.6,188.0,10.588,0.0,129.172,128.2,16.135,0.201,0.231
Import value index (2015 = 100),float64,75,180,75,0,49.606,293.363,70.588,0.0,132.502,132.699,36.81,5.829,1.495
Import volume index (2015 = 100),float64,75,180,75,0,45.903,252.755,70.588,0.0,111.58,109.385,30.346,7.191,1.686
Imports of goods and services (% of GDP),float64,191,64,191,0,13.888,198.445,25.098,0.0,62.492,54.139,36.29,2.768,1.499
"Imports of goods and services (BoP, current US$)",float64,190,65,190,0,141184974.86,3984173000000.0,25.49,0.0,309445360055.503,111152064924.662,559581187006.603,22.063,4.149
Imports of goods and services (annual % growth),float64,173,82,173,0,-19.603,53.743,32.157,0.0,7.29,7.638,10.249,1.929,0.569
Imports of goods and services (constant 2015 US$),float64,173,82,173,0,172410669.129,3542496138431.852,32.157,0.0,299201542912.732,111909051656.048,517700837020.054,22.142,4.192
Imports of goods and services (constant LCU),float64,173,82,173,0,174300000.0,779227000000000.0,32.157,0.0,17517866457073.57,392675242000.0,99702884432091.11,51.281,7.168
Imports of goods and services (current LCU),float64,191,64,191,0,174360700.0,1043372500000000.0,25.098,0.0,20082649280724.47,223748189000.0,119173340291464.61,59.443,7.658
Imports of goods and services (current US$),float64,191,64,191,0,140312224.553,3976314000000.0,25.098,0.0,313631003505.743,117970148444.355,556803018631.475,22.125,4.148
"Imports of goods, services and primary income (BoP, current US$)",float64,190,65,190,0,151345748.565,5166397000000.0,25.49,0.0,387971178432.665,127972783486.949,710196336895.646,24.211,4.335
"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",float64,58,197,25,13,0.01,0.85,77.255,0.0,0.176,0.07,0.228,1.832,1.687
"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",float64,58,197,24,12,0.01,1.06,77.255,0.0,0.19,0.08,0.224,5.666,2.26
"Incidence of HIV, all (per 1,000 uninfected population)",float64,59,196,19,11,0.01,0.62,76.863,0.0,0.1,0.04,0.128,7.786,2.604
"Incidence of malaria (per 1,000 population at risk)",float64,12,243,7,1,0.0,32.74,95.294,2.353,5.714,0.038,12.463,2.607,2.041
"Incidence of tuberculosis (per 100,000 people)",float64,234,21,127,56,0.0,206.0,8.235,2.745,18.263,7.15,28.203,16.973,3.567
Income share held by fourth 20%,float64,36,219,23,11,20.2,24.0,85.882,0.0,22.447,22.5,0.844,1.002,-0.714
Income share held by highest 10%,float64,36,219,31,5,19.1,39.3,85.882,0.0,26.069,24.75,4.395,1.818,1.292
Income share held by highest 20%,float64,36,219,31,5,33.3,55.6,85.882,0.0,41.194,40.0,5.017,1.275,1.104
Income share held by lowest 10%,float64,36,219,19,11,1.2,4.2,85.882,0.0,2.792,2.8,0.737,-0.4,-0.226
Income share held by lowest 20%,float64,36,219,28,7,3.7,10.2,85.882,0.0,7.364,7.45,1.612,-0.262,-0.388
Income share held by second 20%,float64,36,219,27,8,7.9,15.2,85.882,0.0,12.336,12.4,1.704,0.398,-0.696
Income share held by third 20%,float64,36,219,26,7,12.5,19.0,85.882,0.0,16.656,17.05,1.404,1.518,-1.216
Individuals using the Internet (% of population),float64,167,88,149,8,69.129,100.0,34.51,0.0,90.96,92.053,6.779,0.099,-0.737
"Individuals using the Internet, female (% of female population)",float64,116,139,105,2,71.815,100.0,54.51,0.0,90.904,91.728,6.382,-0.061,-0.552
"Individuals using the Internet, male (% of male population)",float64,116,139,106,2,76.513,100.0,54.51,0.0,91.73,91.838,5.637,-0.583,-0.256
"Industrial design applications, nonresident, by count",float64,50,205,47,2,1.0,46481.0,80.392,0.0,3165.08,326.5,8486.229,18.73,4.243
"Industrial design applications, resident, by count",float64,51,204,49,2,1.0,61233.0,80.0,0.0,5113.353,320.0,11931.749,9.756,2.973
"Industry (including construction), value added (% of GDP)",float64,197,58,197,0,5.301,67.926,22.745,0.0,25.337,22.652,14.289,0.894,1.148
"Industry (including construction), value added (annual % growth)",float64,187,68,187,0,-21.056,98.527,26.667,0.0,3.283,2.42,10.119,42.277,4.611
"Industry (including construction), value added (constant 2015 US$)",float64,184,71,184,0,16243178.916,1372998783383.597,27.843,0.0,130060859924.147,41092022873.481,220551329515.719,11.543,3.034
"Industry (including construction), value added (constant LCU)",float64,187,68,187,0,19804903.599,668572930969100.0,26.667,0.0,14017291356971.16,63091387800.0,84796513130369.25,53.418,7.29
"Industry (including construction), value added (current LCU)",float64,197,58,197,0,27580338.784,706549600000000.0,22.745,0.0,14572089860623.096,56117600000.0,86277160994514.44,56.107,7.445
"Industry (including construction), value added (current US$)",float64,197,58,197,0,27580338.784,4169821339000.0,22.745,0.0,158401290174.584,36548071680.621,373045751042.474,69.249,7.088
"Industry (including construction), value added per worker (constant 2015 US$)",float64,160,95,160,0,12546.629,468437.382,37.255,0.0,86176.937,64679.793,73446.859,7.983,2.394
"Inflation, GDP deflator (annual %)",float64,232,23,232,0,-12.896,28.777,9.02,0.0,5.61,4.782,6.406,2.491,0.718
"Inflation, GDP deflator: linked series (annual %)",float64,232,23,232,0,-12.896,28.777,9.02,0.0,5.61,4.782,6.406,2.491,0.718
"Inflation, consumer prices (annual %)",float64,176,79,176,0,-1.035,19.705,30.98,0.0,5.375,4.419,3.917,1.748,1.249
Informal payments to public officials (% of firms),float64,18,237,16,1,0.7,11.6,92.941,0.0,3.006,2.25,2.84,4.693,2.105
Insurance and financial services (% of commercial service exports),float64,181,74,181,0,0.022,67.829,29.02,0.0,9.809,5.374,11.966,6.264,2.376
Insurance and financial services (% of commercial service imports),float64,190,65,190,0,1.106,47.81,25.49,0.0,9.583,6.9,8.999,5.503,2.26
"Insurance and financial services (% of service exports, BoP)",float64,181,74,181,0,0.022,67.813,29.02,0.0,9.618,5.345,11.821,6.577,2.421
"Insurance and financial services (% of service imports, BoP)",float64,190,65,190,0,1.093,47.786,25.49,0.0,9.433,6.735,8.917,5.759,2.307
"Intentional homicides (per 100,000 people)",float64,55,200,55,0,0.068,29.408,78.431,0.0,4.137,0.833,7.312,6.04,2.544
"Intentional homicides, female (per 100,000 female)",float64,50,205,50,0,0.0,10.265,80.392,0.392,1.276,0.601,1.762,13.433,3.245
"Intentional homicides, male (per 100,000 male)",float64,50,205,49,1,0.0,57.941,80.392,0.784,6.112,1.095,12.627,9.797,3.084
Interest payments (% of expense),float64,93,162,93,0,0.226,17.785,63.529,0.0,4.191,3.018,3.798,2.569,1.657
Interest payments (% of revenue),float64,91,164,91,0,0.23,22.141,64.314,0.0,4.755,3.17,4.928,3.617,1.953
Interest payments (current LCU),float64,93,162,93,0,23432708.97,25197029007139.0,63.529,0.0,781594638450.953,7296100000.0,3524811510986.269,36.321,5.909
"Interest rate spread (lending rate minus deposit rate, %)",float64,72,183,72,0,1.171,8.08,71.765,0.0,4.075,3.763,1.809,-0.467,0.497
"Internally displaced persons, new displacement associated with conflict and violence (number of cases)",float64,6,249,6,0,13.0,203000.0,97.647,0.0,45735.5,5150.0,80399.558,4.23,2.063
"Internally displaced persons, new displacement associated with disasters (number of cases)",float64,125,130,99,23,2.0,675000.0,50.98,0.0,20663.0,710.0,82644.777,47.436,6.673
"Internally displaced persons, total displaced by conflict and violence (number of people)",float64,10,245,8,1,150.0,248000.0,96.078,0.0,100412.0,33600.0,117099.403,-2.128,0.452
Investment in energy with private participation (current US$),float64,6,249,6,0,22000000.0,3802000000.0,97.647,0.0,731925000.0,103705000.0,1506874029.131,5.919,2.429
Investment in transport with private participation (current US$),float64,5,250,5,0,109000000.0,890020000.0,98.039,0.0,398452000.0,297240000.0,305583146.001,1.542,1.289
Labor Force Survey (Availability score over 10 years),float64,198,57,3,3,0.0,1.0,22.353,5.882,0.873,1.0,0.307,2.896,-2.139
Labor force participation rate by sex and age (%),float64,255,0,3,3,0.0,1.0,0.0,28.235,0.68,1.0,0.447,-1.3,-0.776
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",float64,186,69,185,1,13.365,83.0,27.059,0.0,39.079,35.169,16.114,-0.071,0.677
"Labor force participation rate for ages 15-24, female (%) (national estimate)",float64,155,100,154,1,7.54,97.935,39.216,0.0,40.655,35.091,17.547,-0.05,0.713
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",float64,186,69,185,1,22.647,83.7,27.059,0.0,45.358,43.145,13.33,-0.323,0.581
"Labor force participation rate for ages 15-24, male (%) (national estimate)",float64,155,100,155,0,22.647,95.97,39.216,0.0,46.092,42.695,14.569,-0.025,0.682
"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",float64,186,69,185,1,19.992,83.356,27.059,0.0,42.479,40.325,14.118,-0.033,0.732
"Labor force participation rate for ages 15-24, total (%) (national estimate)",float64,155,100,155,0,19.978,96.926,39.216,0.0,43.593,40.267,15.585,0.059,0.781
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",float64,186,69,183,3,29.414,70.57,27.059,0.0,53.866,54.869,7.926,1.059,-0.861
"Labor force participation rate, female (% of female population ages 15+) (national estimate)",float64,155,100,154,1,34.457,98.651,39.216,0.0,55.648,56.074,7.932,5.447,0.506
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",float64,186,69,186,0,30.834,84.045,27.059,0.0,67.001,70.073,11.151,1.193,-1.189
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",float64,186,69,185,1,48.277,95.599,27.059,0.0,69.146,67.854,8.18,1.431,0.868
"Labor force participation rate, male (% of male population ages 15+) (national estimate)",float64,155,100,153,2,57.608,96.752,39.216,0.0,69.327,68.483,7.274,3.01,1.354
"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",float64,186,69,186,0,61.342,96.268,27.059,0.0,80.095,80.175,6.05,0.848,-0.376
"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",float64,186,69,185,1,39.471,87.575,27.059,0.0,62.024,62.043,7.182,2.246,0.291
"Labor force participation rate, total (% of total population ages 15+) (national estimate)",float64,155,100,154,1,48.573,97.663,39.216,0.0,62.758,62.243,6.904,5.125,1.349
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",float64,186,69,185,1,51.683,88.579,27.059,0.0,74.223,75.499,6.863,1.17,-0.798
Labor force with advanced education (% of total working-age population with advanced education),float64,146,109,145,1,67.08,98.774,42.745,0.0,79.043,78.846,4.556,1.847,0.644
"Labor force with advanced education, female (% of female working-age population with advanced education)",float64,146,109,143,3,53.363,99.029,42.745,0.0,76.255,76.88,6.651,3.22,-1.018
"Labor force with advanced education, male (% of male working-age population with advanced education)",float64,146,109,145,1,69.084,98.32,42.745,0.0,81.839,81.308,5.625,0.307,0.402
Labor force with basic education (% of total working-age population with basic education),float64,147,108,147,0,15.495,95.628,42.353,0.0,41.536,41.762,14.914,1.597,0.933
"Labor force with basic education, female (% of female working-age population with basic education)",float64,147,108,147,0,11.073,96.332,42.353,0.0,31.681,30.752,13.105,3.18,1.13
"Labor force with basic education, male (% of male working-age population with basic education)",float64,147,108,147,0,20.988,95.52,42.353,0.0,50.723,50.225,15.241,0.572,0.653
Labor force with intermediate education (% of total working-age population with intermediate education),float64,147,108,147,0,55.481,97.488,42.353,0.0,65.589,64.94,6.286,3.496,1.155
"Labor force with intermediate education, female (% of female working-age population with intermediate education)",float64,147,108,147,0,24.26,98.659,42.353,0.0,57.599,57.736,9.041,4.11,-0.035
"Labor force with intermediate education, male (% of male working-age population with intermediate education)",float64,147,108,146,1,59.469,96.561,42.353,0.0,72.352,72.037,6.309,1.69,0.819
"Labor force, female (% of total labor force)",float64,186,69,186,0,15.427,50.868,27.059,0.0,43.596,46.492,8.119,4.67,-2.382
"Labor force, total",float64,186,69,186,0,47357.0,171333247.0,27.059,0.0,11285206.591,2969519.0,25128819.612,24.278,4.546
Land area (sq. km),float64,165,90,90,71,2.084,16376870.0,35.294,0.0,626734.711,30494.0,2376356.65,26.199,4.978
Land under cereal production (hectares),float64,112,143,107,3,0.0,54729333.0,56.078,1.569,3436576.17,342450.0,9481910.347,17.684,4.157
Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),float64,38,217,38,0,2.331,40.614,85.098,0.0,11.116,8.208,8.99,2.605,1.701
Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),float64,29,226,29,0,2.103,26.666,88.627,0.0,8.698,6.933,6.828,0.794,1.35
Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),float64,29,226,29,0,2.452,40.313,88.627,0.0,12.28,9.059,9.979,2.339,1.755
Legislation Indicator based on PARIS21 indicators on SDG 17.18.2,float64,199,56,2,2,0.0,1.0,21.961,6.667,0.915,1.0,0.28,7.004,-2.989
Lending interest rate (%),float64,81,174,76,3,2.026,15.302,68.235,0.0,6.051,5.5,2.631,1.012,0.935
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,float64,56,199,56,0,0.394,3850.5,78.039,0.0,146.491,17.806,559.334,36.694,5.815
"Life expectancy at birth, female (years)",float64,155,100,125,18,67.303,87.98,39.216,0.0,81.61,82.9,3.97,1.529,-1.132
"Life expectancy at birth, male (years)",float64,155,100,126,18,60.261,83.24,39.216,0.0,76.295,77.525,4.807,0.636,-0.951
"Life expectancy at birth, total (years)",float64,155,100,152,3,63.617,85.533,39.216,0.0,78.874,80.162,4.343,1.111,-1.047
Liner shipping connectivity index (maximum value in 2004 = 100),float64,70,185,69,1,1.128,111.253,72.549,0.0,34.348,25.339,31.844,-0.422,0.877
"Listed domestic companies, total",float64,68,187,63,5,10.0,4774.0,73.333,0.0,774.176,154.5,1242.192,2.482,1.873
"Literacy rate, adult female (% of females ages 15 and above)",float64,26,229,22,3,89.66,100.0,89.804,0.0,97.277,97.56,2.592,1.626,-1.198
"Literacy rate, adult male (% of males ages 15 and above)",float64,25,230,17,2,90.43,100.0,90.196,0.0,98.254,99.0,2.461,4.631,-2.299
"Literacy rate, adult total (% of people ages 15 and above)",float64,25,230,19,3,90.03,100.0,90.196,0.0,97.869,98.0,2.389,4.583,-2.029
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",float64,29,226,17,4,0.996,1.067,88.627,0.0,1.003,1.0,0.012,27.311,5.158
"Literacy rate, youth female (% of females ages 15-24)",float64,29,226,22,2,92.4,100.0,88.627,0.0,99.319,99.78,1.441,20.257,-4.255
"Literacy rate, youth male (% of males ages 15-24)",float64,29,226,22,2,89.05,100.0,88.627,0.0,98.865,99.68,2.375,12.032,-3.438
"Literacy rate, youth total (% of people ages 15-24)",float64,29,226,21,3,92.0,100.0,88.627,0.0,99.011,99.76,1.971,9.384,-3.125
Livestock production index (2014-2016 = 100),float64,128,127,127,1,59.32,191.65,49.804,0.0,109.481,103.91,22.774,3.574,1.7
Logistics performance index: Ability to track and trace consignments (1=low to 5=high),float64,54,201,19,13,2.2,4.4,78.824,0.0,3.622,3.7,0.512,0.166,-0.761
Logistics performance index: Competence and quality of logistics services (1=low to 5=high),float64,54,201,19,13,2.4,4.4,78.824,0.0,3.593,3.7,0.488,-0.204,-0.6
Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),float64,54,201,16,11,2.1,4.1,78.824,0.0,3.33,3.4,0.402,1.152,-0.76
Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),float64,54,201,18,14,2.2,4.2,78.824,0.0,3.356,3.4,0.5,-0.258,-0.471
Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),float64,54,201,17,12,2.6,4.3,78.824,0.0,3.694,3.7,0.428,-0.371,-0.57
Logistics performance index: Overall (1=low to 5=high),float64,54,201,19,11,2.4,4.3,78.824,0.0,3.53,3.6,0.442,0.002,-0.556
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),float64,54,201,20,14,2.4,4.6,78.824,0.0,3.57,3.6,0.548,-0.527,-0.462
Losses due to theft and vandalism (% of annual sales of affected firms),float64,5,250,4,1,0.5,61.9,98.039,0.0,13.26,1.1,27.194,4.995,2.235
"Lower secondary completion rate, female (% of relevant age group)",float64,118,137,118,0,61.89,134.864,53.725,0.0,96.887,97.507,12.332,2.749,0.451
"Lower secondary completion rate, male (% of relevant age group)",float64,118,137,118,0,59.486,131.771,53.725,0.0,95.602,96.534,12.052,2.66,0.048
"Lower secondary completion rate, total (% of relevant age group)",float64,118,137,118,0,61.614,132.667,53.725,0.0,96.117,96.562,11.381,3.119,0.032
Lower secondary school starting age (years),float64,234,21,4,4,10.0,13.0,8.235,0.0,11.679,12.0,0.744,-0.044,-0.35
Machinery and transport equipment (% of value added in manufacturing),float64,51,204,51,0,0.0,52.835,80.0,0.392,16.529,15.583,10.97,1.228,0.712
Male primary school age children out-of-school (%),float64,29,226,29,0,0.031,17.815,88.627,0.0,2.805,1.439,3.74,9.826,2.942
Male pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,float64,29,226,29,0,2.339,37.738,88.627,0.0,9.75,7.047,9.58,3.994,2.22
Manufactures exports (% of merchandise exports),float64,181,74,181,0,0.399,96.394,29.02,0.0,53.096,63.772,29.658,-1.331,-0.399
Manufactures imports (% of merchandise imports),float64,181,74,181,0,24.081,88.212,29.02,0.0,66.46,67.741,10.304,2.744,-1.016
"Manufacturing, value added (% of GDP)",float64,191,64,191,0,0.347,47.518,25.098,0.0,11.596,10.545,8.557,3.634,1.496
"Manufacturing, value added (annual % growth)",float64,181,74,181,0,-66.34,24.179,29.02,0.0,2.998,3.284,9.272,16.804,-2.258
"Manufacturing, value added (constant 2015 US$)",float64,178,77,178,0,2248428.399,997477565024.084,30.196,0.0,80953085323.106,20383100968.456,159904896041.827,15.311,3.649
"Manufacturing, value added (constant LCU)",float64,181,74,181,0,2335105.855,530820400000000.0,29.02,0.0,10766672983650.512,34192000000.0,68131355114919.72,52.86,7.279
"Manufacturing, value added (current LCU)",float64,191,64,191,0,2451578.922,554105100000000.0,25.098,0.0,10680162756215.975,31737313000.0,68441540149703.21,56.601,7.531
"Manufacturing, value added (current US$)",float64,191,64,191,0,2451578.922,2497131582000.0,25.098,0.0,90856325488.658,16381701251.51,235325414676.619,59.85,6.715
Marine protected areas (% of territorial waters),float64,144,111,136,6,0.0,100.0,43.529,1.569,16.16,8.108,23.97,5.189,2.296
Market capitalization of listed domestic companies (% of GDP),float64,72,183,72,0,2.644,1472.86,71.765,0.0,109.897,55.323,225.698,28.101,5.166
Market capitalization of listed domestic companies (current US$),float64,72,183,72,0,207000000.0,48548538120000.0,71.765,0.0,2136412735277.778,157785945000.0,7380868153666.515,31.793,5.596
Medium and high-tech exports (% manufactured exports),float64,112,143,108,4,0.059,88.115,56.078,0.0,46.419,49.874,21.576,-0.692,-0.457
Medium and high-tech manufacturing value added (% manufacturing value added),float64,112,143,104,8,3.32,82.33,56.078,0.0,37.112,37.17,16.08,0.174,0.169
Merchandise exports (current US$),float64,223,32,215,7,2000000.0,2065157000000.0,12.549,0.0,206625215246.637,47218000000.0,351576272678.469,10.409,2.915
Merchandise imports (current US$),float64,223,32,223,0,75000000.0,3371751000000.0,12.549,0.0,217807838565.022,44488000000.0,443606150069.423,25.633,4.477
Merchandise trade (% of GDP),float64,216,39,216,0,13.667,374.643,15.294,0.0,81.141,64.393,55.794,6.758,2.181
Methane (CH4) emissions (total) excluding LULUCF (% change from 1990),float64,228,27,219,5,-77.439,371.31,10.588,0.0,16.961,0.633,72.011,7.88,2.378
Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),float64,228,27,218,6,0.001,861.361,10.588,0.0,34.099,5.781,111.172,39.216,6.061
Methane (CH4) emissions from Agriculture (Mt CO2e),float64,222,33,194,18,0.0,259.951,12.941,2.353,11.436,1.518,32.343,43.563,6.159
Methane (CH4) emissions from Building (Energy) (Mt CO2e),float64,219,36,146,23,0.0,9.169,14.118,4.706,0.503,0.06,1.245,28.17,4.862
Methane (CH4) emissions from Fugitive Emissions (Energy) (Mt CO2e),float64,204,51,167,11,0.0,442.062,20.0,7.059,16.003,0.774,61.273,32.49,5.597
Methane (CH4) emissions from Industrial Combustion (Energy) (Mt CO2e),float64,207,48,135,21,0.0,1.553,18.824,7.059,0.068,0.01,0.196,41.646,6.097
Methane (CH4) emissions from Industrial Processes (Mt CO2e),float64,141,114,109,11,0.0,1.141,44.706,7.059,0.124,0.025,0.234,7.011,2.66
Methane (CH4) emissions from Power Industry (Energy) (Mt CO2e),float64,210,45,153,20,0.0,1.915,17.647,1.176,0.107,0.023,0.257,33.341,5.326
Methane (CH4) emissions from Transport (Energy) (Mt CO2e),float64,210,45,160,29,0.0,3.615,17.647,0.0,0.124,0.018,0.444,51.86,6.977
Methane (CH4) emissions from Waste (Mt CO2e),float64,228,27,211,9,0.001,147.005,10.588,0.0,7.811,1.597,22.954,29.093,5.373
Military expenditure (% of GDP),float64,149,106,149,0,0.217,7.229,41.569,0.0,2.177,1.742,1.503,2.515,1.665
Military expenditure (% of general government expenditure),float64,149,106,149,0,1.014,26.881,41.569,0.0,5.95,4.058,5.139,3.869,1.996
Military expenditure (current LCU),float64,155,100,150,1,0.0,62628200000000.0,39.216,2.353,1568964813490.894,8314900000.0,8394383662816.438,45.538,6.761
Military expenditure (current USD),float64,155,100,150,1,0.0,916014700000.0,39.216,2.353,31183929592.865,5273695928.753,119161546340.526,45.408,6.718
Mineral rents (% of GDP),float64,73,182,26,1,0.0,16.78,71.373,18.824,0.858,0.0,3.137,17.739,4.234
Mobile cellular subscriptions,float64,200,55,185,12,10000.0,386000000.0,21.569,0.0,25754723.375,6625000.0,58990757.429,19.459,4.173
Mobile cellular subscriptions (per 100 people),float64,137,118,137,0,79.923,319.426,46.275,0.0,130.18,124.347,31.518,13.549,2.915
Monetary Sector credit to private sector (% GDP),float64,156,99,156,0,3.533,286.557,38.824,0.0,78.545,67.729,49.86,3.759,1.622
"Mortality rate, adult, female (per 1,000 female adults)",float64,113,142,113,0,21.661,247.816,55.686,0.0,65.633,52.547,41.095,6.768,2.305
"Mortality rate, adult, male (per 1,000 male adults)",float64,113,142,113,0,42.594,397.997,55.686,0.0,119.133,99.919,70.689,3.794,1.749
